measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,200,Benin,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.69883147650374,0.74364972074295,0.65469509265765
1,Deaths,200,Benin,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,902.4192579090001,967.5834327939999,838.815141469
1,Deaths,200,Benin,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1991,15828.2524346,18574.286112291,13315.56043187
1,Deaths,200,Benin,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1991,0.23626365631361,0.27142743468154,0.206308234666
1,Deaths,200,Benin,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1991,305.423676036,358.4114369,256.938510574
1,Deaths,181,Madagascar,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1992,92995.177420206,101120.4849643,87176.24314615
1,Deaths,181,Madagascar,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1992,0.63074631317274,0.67999935356181,0.60244518018455
1,Deaths,181,Madagascar,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1992,759.719591588,826.098863035,712.182093412
1,Deaths,435,South Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,63966.013103719,84985.396291732,51974.577048663
1,Deaths,435,South Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.71938261159148,0.81345633620525,0.62170660547318
1,Deaths,435,South Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,1108.980737627,1473.394408822,901.0848589240001
1,Deaths,435,South Sudan,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1991,19434.973606817,39813.950912922,8297.0733159414
1,Deaths,435,South Sudan,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1991,0.20576327572075,0.29623149306409,0.12483993975365
1,Deaths,435,South Sudan,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1991,336.94473095200004,690.255686641,143.84661335500002
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,9662.3574204789,10703.466139849,8691.2448334376
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.22824566894004,0.25398445742634,0.20475479614736
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,114.88401796699999,127.26265704299999,103.33763202700001
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1991,28591.654398863,30646.44629524,26690.358108175
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1991,0.67505380491796,0.70038388671401,0.65377676228756
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1991,339.950597845,364.381773397,317.344465293
1,Deaths,191,Zambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,90106.359584235,98579.583006785,83154.48409896
1,Deaths,191,Zambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.7319086125189,0.76979534419736,0.69403810628361
1,Deaths,191,Zambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,1080.442219973,1182.0425279439999,997.084099799
1,Deaths,191,Zambia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1991,25966.496627682,30549.749225522,20853.477991758
1,Deaths,191,Zambia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1991,0.21065105188459,0.24121660310595,0.17715314148643
1,Deaths,191,Zambia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1991,311.35759782,366.31419789,250.048702583
1,Deaths,169,Central African Republic,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1993,35629.881303697,40089.463903735,31289.764239059
1,Deaths,169,Central African Republic,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1993,0.62179701981123,0.6809392499654,0.57248891273359
1,Deaths,169,Central African Republic,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1993,1123.610232025,1264.245901257,986.741948873
1,Deaths,169,Central African Republic,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1993,17607.863187767,22090.939429683,13232.575985038
1,Deaths,169,Central African Republic,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1993,0.30579506745731,0.3465289542424,0.26214171060061
1,Deaths,169,Central African Republic,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1993,555.2747752519999,696.651358157,417.297426611
1,Deaths,190,Uganda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1996,244691.12456261,264320.05287665,226136.98617734
1,Deaths,190,Uganda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1996,0.73319799126978,0.78544099373373,0.68900638849356
1,Deaths,190,Uganda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1996,1161.158550531,1254.305802286,1073.111593723
1,Deaths,190,Uganda,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1996,69935.709663983,86530.063141436,51277.84974205
1,Deaths,190,Uganda,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1996,0.20882811235087,0.24464265744282,0.16529604068965
1,Deaths,190,Uganda,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1996,331.873283722,410.62021627999997,243.3341695
1,Deaths,178,Eritrea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1995,19673.731687585,21891.998709317,17762.984312937
1,Deaths,178,Eritrea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1995,0.67549656000589,0.72859158424664,0.6339139043404
1,Deaths,178,Eritrea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,615.426292643,684.817275032,555.654987693
1,Deaths,178,Eritrea,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1995,7368.5062046995,9371.7838058961,5586.995506661
1,Deaths,178,Eritrea,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1995,0.25163621611647,0.28321676968312,0.21415207593733
1,Deaths,178,Eritrea,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1995,230.498844758,293.164607137,174.770294689
1,Deaths,196,South Africa,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1991,177843.79568894,187975.78073139,167347.80135078
1,Deaths,196,South Africa,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1991,0.50549602693682,0.51863248263369,0.48602277195449
1,Deaths,196,South Africa,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1991,462.68813312099996,489.048054442,435.381196439
1,Deaths,173,Gabon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1991,5127.0642345957,5715.7369774697,4593.1587996027
1,Deaths,173,Gabon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1991,0.43029473153347,0.46855841160667,0.39596426938027
1,Deaths,173,Gabon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1991,523.976562545,584.137858823,469.41242180800003
1,Deaths,173,Gabon,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1991,5743.5138476301,6691.9533534971,4785.4852957894
1,Deaths,173,Gabon,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1991,0.48089009983959,0.51183779977305,0.44917941046504
1,Deaths,173,Gabon,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1991,586.976576596,683.905370533,489.067845047
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1995,42122.189149337,45382.53630817,38482.723621101
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1995,0.67760939325739,0.72680010469704,0.61343833273077
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,1081.610377878,1165.329385549,988.156441599
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1995,13647.830802182,17655.798620817,10611.257471155
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1995,0.21922476668612,0.28048540555058,0.17608258171046
1,Deaths,217,Sierra Leone,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1995,350.447976962,453.364243731,272.47506659500004
1,Deaths,175,Burundi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1995,78441.848399532,86505.327723,70918.391945628
1,Deaths,175,Burundi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1995,0.65325542006559,0.69098652956824,0.61871311000204
1,Deaths,175,Burundi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,1252.133958042,1380.847860128,1132.0401914420002
1,Deaths,175,Burundi,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1995,32275.93742052,38647.741279868,25748.354110783
1,Deaths,175,Burundi,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1995,0.26800458840342,0.29825887716413,0.23468990495554
1,Deaths,175,Burundi,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1995,515.207089484,616.917526349,411.01006791000003
1,Deaths,208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1993,76079.117579887,80861.449959441,71277.741355716
1,Deaths,208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1993,0.71470884821737,0.75420020258628,0.67442552473369
1,Deaths,208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1993,1073.530875146,1141.013018787,1005.780044943
1,Deaths,208,Guinea,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1993,24825.693002986,29068.708841844,21051.22204901
1,Deaths,208,Guinea,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1993,0.23299858648731,0.26589137124116,0.20236683711837
1,Deaths,208,Guinea,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1993,350.308325142,410.180352628,297.047849745
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1995,7590.742696399,8301.0511755841,6944.4210821723
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1995,0.16735118177982,0.18282432810028,0.152695497455
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,83.237019135,91.025978327,76.14971837
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1995,33680.369622483,36253.166994233,31180.423526905
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1995,0.74207194493418,0.75678788512324,0.72698269030911
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1995,369.325350039,397.537602112,341.911939904
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,341634.46857666,384659.97505906,300666.16691186
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.71572130319145,0.77776804050974,0.65919588122786
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,971.9450958069999,1094.352081418,855.3909137850001
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,106317.55794945,143040.28221508,75403.61874009
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.22133973561436,0.27368702401513,0.17502989380446
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,302.471918985,406.947545707,214.522192255
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1994,8094.4885786242,8870.5816741721,7411.7488805152
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1994,0.18049956301061,0.19669842230802,0.16389790349198
1,Deaths,154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1994,90.386305237,99.05247716200002,82.762556849
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1994,32624.271670845,34920.860897427,30386.727748653
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1994,0.72707830110897,0.74325047224025,0.71135727847169
1,Deaths,154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1994,364.295695908,389.940338209,339.310383424
1,Deaths,179,Ethiopia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,614362.19410618,660499.61591217,574223.47543151
1,Deaths,179,Ethiopia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.64513928489642,0.68965563624395,0.60991225279776
1,Deaths,179,Ethiopia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1282.799988985,1379.135716707,1198.9895254369999
1,Deaths,179,Ethiopia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,227980.39040317,260253.7181751,196470.27333558
1,Deaths,179,Ethiopia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.2391118205063,0.26208714482242,0.21229911195432
1,Deaths,179,Ethiopia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,476.02737322400003,543.414708227,410.233670846
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2000,14723799.25702,15990528.887973,13647875.3765
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2000,0.52118812424351,0.55349748144588,0.49236563250475
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,32636.746764183,35444.578528404,30251.854658127
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2000,9701076.7777767,10953351.602169,8591056.2569919
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2000,0.34311461831828,0.36818394341119,0.31675661752107
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2000,21503.388881683,24279.178678989,19042.919576168
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2005,1828425.8058403,1947347.6055769,1715972.9202098
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2005,0.75348174534814,0.78348524100221,0.71947222870567
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2005,55887.275934219004,59522.211551666005,52450.060844421
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2005,481417.11810028,580624.6747446,399813.71888318
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2005,0.19811055502844,0.23063462404528,0.17175104673712
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2005,14714.893698692,17747.250199317998,12220.621109009
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1995,469536.15281788,505061.70422837,435288.31014651
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1995,0.7021918085802,0.73799623185105,0.66362594370021
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,43617.695569992,46917.852759361,40436.232089995996
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1995,161086.24600969,195726.55072814,130892.92001387
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1995,0.24021087384807,0.27239313419819,0.21094422262241
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1995,14964.152872562001,18182.073533535,12159.335613251
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2000,5779826.7857432,7151711.6670183,4901657.2871761
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2000,0.74972220425693,0.80406602296766,0.69085664590389
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,78099.465370178,96636.956930161,66233.27136039699
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2000,1414963.9875066,2253002.1314646,868615.89541624
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2000,0.17967402202243,0.22455800137866,0.13728519986475
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2000,19119.592010975,30443.519353867,11737.105995417001
2,DALYs (Disability-Adjusted Life Years),209,Guinea-Bissau,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2000,264055.91651506,467775.58350412,162028.76957174
2,DALYs (Disability-Adjusted Life Years),209,Guinea-Bissau,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2000,0.2032736851562,0.27229254509173,0.14938847639811
2,DALYs (Disability-Adjusted Life Years),209,Guinea-Bissau,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2000,20016.586780548,35459.423065186005,12282.485514879001
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,421606.09636415,467099.87483384,379575.87847235
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2015,0.57587594119527,0.61418731331617,0.53747755215664
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,21072.322130203,23346.149921417,18971.607089043
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,261590.01513783,319813.21306359,212605.15660508
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2015,0.35607117938909,0.39056126548612,0.32265289104077
2,DALYs (Disability-Adjusted Life Years),206,The Gambia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2015,13074.5485425,15984.605252743,10626.232624053999
2,DALYs (Disability-Adjusted Life Years),213,Niger,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2000,11725105.685063,12378402.288844,11061078.491204
2,DALYs (Disability-Adjusted Life Years),213,Niger,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2000,0.82545734764829,0.85916967891199,0.78819737489069
2,DALYs (Disability-Adjusted Life Years),213,Niger,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,104636.68107985999,110466.80212021,98710.79325676
2,DALYs (Disability-Adjusted Life Years),213,Niger,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2000,1801166.7219996,2291398.0089044,1428586.9287606
2,DALYs (Disability-Adjusted Life Years),213,Niger,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2000,0.12673088812669,0.16021027117627,0.10324912443561
2,DALYs (Disability-Adjusted Life Years),213,Niger,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2000,16073.893010616,20448.79347086,12748.93283844
2,DALYs (Disability-Adjusted Life Years),177,Djibouti,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,193265.91075456,238064.89693687,156603.95607813
2,DALYs (Disability-Adjusted Life Years),177,Djibouti,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2015,0.48483595208764,0.55080887549368,0.41848536214032
2,DALYs (Disability-Adjusted Life Years),177,Djibouti,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,21712.353825569,26745.271682739003,17593.586444855
2,DALYs (Disability-Adjusted Life Years),177,Djibouti,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,169035.52834588,246367.66413177,118422.69543006
2,DALYs (Disability-Adjusted Life Years),177,Djibouti,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2015,0.41805161586112,0.46597887374724,0.36753422806639
2,DALYs (Disability-Adjusted Life Years),177,Djibouti,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2015,18990.205228329,27678.042650223,13304.133713245
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1995,6216114.4288915,6593607.907526,5852862.6039382
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1995,0.75268283518723,0.79196900684638,0.71104740862894
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,79800.188541412,84646.314382553,75136.89994812
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1995,1620720.7202315,1951131.0196826,1338684.2275782
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1995,0.19611345545738,0.23284228049365,0.16634273772218
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1995,20806.215703487,25047.901272773997,17185.536026955
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,303918.17361035,353460.5963301,257753.20058041
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2015,0.11676065307972,0.13223913490984,0.1040606023172
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,2701.574377716,3141.964226961,2291.207015514
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,2078901.2886503,2444693.3295614,1741016.3520428
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2015,0.79635536690049,0.81133337206234,0.77830771228624
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2015,18479.666113853,21731.247007847,15476.156771183
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,1463898.0307359,1638998.7594568,1309445.199275
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2015,0.64973057759618,0.69080932789472,0.60989979047804
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,32470.226287842,36354.073882103,29044.359922409003
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,656506.08649221,825496.94098217,516441.02444298
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2015,0.29030686398978,0.32604703790709,0.25410299000451
2,DALYs (Disability-Adjusted Life Years),210,Liberia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2015,14561.738073826,18310.06705761,11455.003172159
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,6854981.6758655,7845199.702865,6029821.4092825
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2015,0.68723782518302,0.72771282757193,0.64461914528382
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,39821.082353592,45573.329925537,35027.664899826
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,2533844.193248,3188130.5882777,1975748.1704241
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,2015,0.25326703805596,0.29064759538794,0.21780549079098
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,2015,14719.283580779998,18520.079553127,11477.263271809
2,DALYs (Disability-Adjusted Life Years),435,South Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,5710994.9994463,8139478.5147612,4432541.3748284
2,DALYs (Disability-Adjusted Life Years),435,South Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,2015,0.66313472106525,0.71785755044283,0.59665665824976
2,DALYs (Disability-Adjusted Life Years),435,South Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,46476.653218269,66239.899396896,36072.468757629
2,DALYs (Disability-Adjusted Life Years),435,South Sudan,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,2015,2115400.0845487,3913534.6792877,1340571.9814358
