DyadID,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,Year,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-14041,1,FDC,2021,,FDDH,4314,,2014-02-13,5,2014-02-13,5,0,,0,2014,70,70,70,DR Congo (Zaire),490,4,2.5-2015
2-14044,3,Bani Hilal,5792,,Nubian Dabudiya,5793,,2014-04-03,1,2014-04-06,1,0,,0,2014,28,28,28,Egypt,651,2,2.5-2015
2-14053,3,al-Toubou,3998,,Awlad Suleiman,4371,,2014-01-10,1,2014-01-12,2,0,,0,2014,34,34,40,Libya,620,4,2.5-2015
2-14061,1,Ansar al-Sharia (Libya),4369,,Libyan National Army,5802,,2014-05-16,1,2014-05-16,1,0,,0,2014,910,910,986,Libya,620,4,2.5-2015
2-14088,1,Raia Mutomboki - Bravo,5821,,Raia Mutomboki - Makombo,5822,,2014-10-29,3,2014-10-29,3,0,,0,2014,30,30,30,DR Congo (Zaire),490,4,2.5-2015
2-141,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2004-12-02,2,0,,0,2004,156,156,174,Somalia,520,4,2.5-2015
2-141,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2004-12-02,2,0,,0,2005,103,92,130,Somalia,520,4,2.5-2015
2-141,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2004-12-02,2,1,2006-06-12,1,2006,48,36,72,Somalia,520,4,2.5-2015
2-141,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,1998-03-26,1,2011-07-03,1,1,2011-08-28,2,2011,40,30,40,Somalia,520,4,2.5-2015
2-14113,2,Supporters of independence for Eastern Ukraine,5837,,Supporters of Ukrainian unity,5836,,2014-05-02,1,2014-05-02,1,0,,0,2014,45,45,45,Ukraine,369,1,2.5-2015
2-14147,1,TTP-KM,5864,,TTP-SM,5865,,2014-04-06,1,2014-04-08,1,0,,0,2014,128,128,128,Pakistan,770,3,2.5-2015
2-14152,1,IS,1076,,JRTN,4359,,2014-06-02,1,2014-06-20,1,0,,0,2014,64,64,64,Iraq,645,2,2.5-2015
2-14169,1,GATIA,5880,,CMA,5881,,2014-07-13,2,2014-07-13,2,0,,0,2014,46,36,116,Mali,432,4,2.5-2015
2-142,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-19,2,2004-01-19,2,0,,0,2004,38,38,38,Mexico,70,5,2.5-2015
2-142,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-19,2,2004-01-19,2,1,2005-12-31,5,2005,180,180,180,Mexico,70,5,2.5-2015
2-142,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-19,2,2008-09-06,1,0,,0,2008,72,72,81,"Mexico, Guatemala","70, 90",5,2.5-2015
2-142,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-19,2,2008-09-06,1,0,,0,2009,150,150,366,Mexico,70,5,2.5-2015
2-142,1,Gulf Cartel,1643,,Sinaloa Cartel,1636,,2004-01-19,2,2008-09-06,1,1,5/10/2010,1,2010,40,40,44,"Mexico, Honduras","70, 91",5,2.5-2015
2-14251,1,Libya Dawn,5861,,Zintan Brigades,5940,,2014-07-13,1,2014-07-20,1,0,,0,2014,191,191,191,Libya,620,4,2.5-2015
2-14288,3,Bafulero,2116,,"Banyamulenge, Barundi",549025,"3060, 2083",2013-08-15,1,2014-06-06,1,0,,0,2014,35,31,40,DR Congo (Zaire),490,4,2.5-2015
2-143,1,SLM/A,1316,,SLM/A - MM,1318,,2005-11-01,1,2005-11-01,1,0,,0,2005,45,45,45,Sudan,625,4,2.5-2015
2-143,1,SLM/A,1316,,SLM/A - MM,1318,,2005-11-01,1,2005-11-01,1,1,2006-07-07,1,2006,57,57,117,Sudan,625,4,2.5-2015
2-14318,1,anti-Balaka,4201,,UPC,5999,,2014-10-09,1,2014-12-18,2,0,,0,2014,61,61,61,Central African Republic,482,4,2.5-2015
2-14331,3,Eggon,2059,,Gwandere,6001,,2014-04-26,1,2014-04-26,1,0,,0,2014,57,57,57,Nigeria,475,4,2.5-2015
2-14333,1,Gulf Cartel - Dragones de Sheyla faction,6003,,Gulf Cartel - Los Fresitas faction,6002,,2014-04-03,1,2014-05-18,3,0,,0,2014,34,34,55,Mexico,70,5,2.5-2015
2-14336,1,Sinaloa Cartel - Los Chavez Matamoros faction,6008,,Sinaloa Cartel - Los Salgueiro faction,6007,,2/5/2014,1,9/28/2014,1,0,,0,2014,28,28,28,Mexico,70,5,2.5-2015
2-14341,1,IS,1076,,Islamic Front,5575,,2013-12-10,1,2014-01-05,1,0,,0,2014,195,195,195,Syria,652,2,2.5-2015
2-14342,1,IS,1076,,SRF,6011,,2014-01-03,1,2014-01-04,1,0,,0,2014,471,471,761,Syria,652,2,2.5-2015
2-14344,1,IS,1076,,Mujahideen Army,6012,,2014-01-02,1,2014-01-23,1,0,,0,2014,527,527,530,Syria,652,2,2.5-2015
2-14347,1,Jabhat al-Nusra li al-Sham,2057,,SRF,6011,,2014-07-25,3,2014-07-25,3,0,,0,2014,65,65,117,Syria,652,2,2.5-2015
2-14348,1,IS,1076,,"Islamic Front, Mujahideen Army, SRF",565283,"5575, 6012, 6011",2014-01-10,2,2014-01-10,2,0,,0,2014,143,143,143,Syria,652,2,2.5-2015
2-14349,1,Harkat Hazm,6015,,Jabhat al-Nusra li al-Sham,2057,,2014-02-28,1,2014-02-28,1,0,,0,2014,82,82,82,Syria,652,2,2.5-2015
2-14355,1,"IS, Islamic Front, Jabhat al-Nusra li al-Sham",565284,"1076, 2057, 5575",PYD,2100,,2014-01-26,2,2014-01-26,2,0,,0,2014,26,26,26,Syria,652,2,2.5-2015
2-14361,1,IS,1076,,"Islamic Front, Jabhat al-Akrad, Jabhat al-Nusra li al-Sham, Mujahideen Army",565285,"2057, 5575, 5541, 6012",2014-03-12,1,2014-03-12,1,0,,0,2014,130,130,130,Syria,652,2,2.5-2015
2-14367,1,Hezbollah,1209,,"Islamic Battalions, Jabhat al-Nusra li al-Sham",565286,"2057, 6023",2014-02-24,1,2014-03-09,1,0,,0,2014,30,30,30,Syria,652,2,2.5-2015
2-14368,1,Abu al Fadhil al 'Abbas,5556,,"Islamic Battalions, Jabhat al-Nusra li al-Sham",565286,"2057, 6023",2014-01-15,1,2014-02-24,1,0,,0,2014,33,33,33,Syria,652,2,2.5-2015
2-14369,1,IS,1076,,"Islamic Front, Jabhat Al-Kurd brigade, Jabhat al-Nusra li al-Sham, Mujahideen Army",565287,"2057, 5575, 6035, 6012",2014-01-31,1,2014-02-08,1,0,,0,2014,142,142,142,Syria,652,2,2.5-2015
2-14374,1,IS,1076,,"Islamic Front, Jabhat al-Nusra li al-Sham",565288,"2057, 5575",2014-01-06,1,2014-01-07,2,0,,0,2014,1197,1197,1197,Syria,652,2,2.5-2015
2-14379,1,IS,1076,,"Islamic Front, Mujahideen Army",565289,"5575, 6012",2014-01-06,2,2014-01-07,2,0,,0,2014,38,38,38,Syria,652,2,2.5-2015
2-14393,1,IS,1076,,"Islamic Front, Jabhat al-Nusra li al-Sham, Mujahideen Army",565290,"2057, 5575, 6012",2014-02-09,1,2014-02-10,1,0,,0,2014,284,284,284,Syria,652,2,2.5-2015
2-14397,1,IS,1076,,"Islamic Front, Mujahideen Army, SRF, PYD",565291,"5575, 6011, 2100, 6012",2014-01-29,1,2014-01-30,1,0,,0,2014,27,27,27,Syria,652,2,2.5-2015
2-144,3,Rer Ahmad subclan (Hawiye),1543,,Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),1544,,2004-05-08,1,2004-05-31,1,1,2004-06-02,1,2004,69,69,90,"Kenya, Somalia","501, 520",4,2.5-2015
2-146,1,RCSS,1098,,UWSA,1207,,2001-03-18,1,2005-04-15,2,1,2005-04-26,1,2005,110,102,140,Myanmar (Burma),775,3,2.5-2015
2-147,3,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,Saleban-Abdalla subclan of Majerteen clan (Darod),2006,,2003-07-09,2,2003-07-09,2,1,2003-07-09,2,2003,28,25,40,Somalia,520,4,2.5-2015
2-148,3,Tama,1492,,Zaghawa,1566,,2006-03-19,2,2006-07-04,1,0,,0,2006,74,74,74,Chad,483,4,2.5-2015
2-148,3,Tama,1492,,Zaghawa,1566,,2006-03-19,2,2006-07-04,1,1,2007-10-15,2,2007,126,126,156,Chad,483,4,2.5-2015
2-149,1,Tijuana Cartel,1660,,Tijuana Cartel - El Teo faction,1661,,2008-02-12,1,2008-09-29,1,0,,0,2008,185,185,244,Mexico,70,5,2.5-2015
2-149,1,Tijuana Cartel,1660,,Tijuana Cartel - El Teo faction,1661,,2008-02-12,1,2008-09-29,1,0,,0,2009,47,47,66,Mexico,70,5,2.5-2015
2-149,1,Tijuana Cartel,1660,,Tijuana Cartel - El Teo faction,1661,,2008-02-12,1,2008-09-29,1,1,10/24/2010,1,2010,54,54,83,Mexico,70,5,2.5-2015
2-15,2,Supporters of ANPP,1434,,Supporters of PDP,1527,,1998-10-31,3,2003-04-12,1,0,,0,2003,66,66,82,Nigeria,475,4,2.5-2015
2-15,2,Supporters of ANPP,1434,,Supporters of PDP,1527,,1998-10-31,3,2003-04-12,1,1,2004-05-28,1,2004,439,439,458,Nigeria,475,4,2.5-2015
2-150,3,Toposa,1553,,Turkana,1554,,1992-10-31,3,1992-10-31,3,1,1992-10-31,3,1992,200,200,200,Sudan,625,4,2.5-2015
2-150,3,Toposa,1553,,Turkana,1554,,1992-10-31,3,2008-08-29,1,1,2008-08-31,1,2008,25,25,33,Kenya,501,4,2.5-2015
2-150,3,Toposa,1553,,Turkana,1554,,1992-10-31,3,2011-06-12,2,1,2011-06-17,1,2011,47,47,47,"Kenya, Sudan","501, 625",4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2013-12-03,3,0,,0,2013,28,27,30,Kenya,501,4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2013-12-03,3,0,,0,2014,45,44,73,Kenya,501,4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,1995-12-05,2,1,1995-12-05,2,1995,44,44,44,Kenya,501,4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,1999-03-31,3,1,1999-06-26,2,1999,115,54,115,Kenya,501,4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2005-01-22,1,0,,0,2005,28,28,28,Kenya,501,4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2005-01-22,1,1,2006-12-29,1,2006,34,33,39,"Kenya, Uganda","501, 500",4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2008-08-05,2,1,2008-09-03,1,2008,88,88,128,"Kenya, Uganda","501, 500",4,2.5-2015
2-151,3,Pokot,1529,,Turkana,1554,,1995-12-05,2,2010-08-17,1,1,2010-11-25,1,2010,55,55,56,Kenya,501,4,2.5-2015
2-152,1,USC/SSA,1352,,USC/SSA - OMF,1559,,2001-12-27,2,2001-12-27,2,0,,0,2001,34,17,34,Somalia,520,4,2.5-2015
2-152,1,USC/SSA,1352,,USC/SSA - OMF,1559,,2001-12-27,2,2001-12-27,2,0,,0,2002,62,62,77,Somalia,520,4,2.5-2015
2-152,1,USC/SSA,1352,,USC/SSA - OMF,1559,,2001-12-27,2,2001-12-27,2,1,2003-11-23,2,2003,72,72,89,Somalia,520,4,2.5-2015
2-153,3,Ma'aliyah,1498,,Zaghawa,1566,,2008-10-10,3,2008-10-10,3,1,2008-10-10,3,2008,41,41,51,Sudan,625,4,2.5-2015
2-154,1,Harakat-i Inqilab-i Islami-yi Afghanistan,1135,,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,1139,,8/29/1989,3,8/29/1989,3,1,8/29/1989,3,1989,70,70,80,Afghanistan,700,3,2.5-2015
2-155,1,Hizb-i Wahdat,1142,,Hizb-i Wahdat - Akbari faction,1662,,5/29/1994,1,1996-12-21,2,1,12/21/1996,2,1996,25,25,25,Afghanistan,700,3,2.5-2015
2-155,1,Hizb-i Wahdat,1142,,Hizb-i Wahdat - Akbari faction,1662,,1994-05-29,1,2003-07-20,5,1,2003-07-28,1,2003,59,59,67,Afghanistan,700,3,2.5-2015
2-156,1,Hizb-i Islami-yi Afghanistan,1141,,Hizb-i Wahdat,1142,,7/9/1994,1,7/9/1994,1,1,7/9/1994,1,1994,25,25,25,Afghanistan,700,3,2.5-2015
2-157,1,Hizb-i Islami-yi Afghanistan,1141,,Jamiat-ul-Dawa,1663,,8/25/1991,2,8/27/1991,2,1,11/2/1991,1,1991,51,51,51,Afghanistan,700,3,2.5-2015
2-158,1,Hizb-i Islami-yi Afghanistan,1141,,Jam'iyyat-i Islami-yi Afghanistan,1134,,5/10/1989,2,7/9/1989,1,0,,0,1989,167,167,511,Afghanistan,700,3,2.5-2015
2-158,1,Hizb-i Islami-yi Afghanistan,1141,,Jam'iyyat-i Islami-yi Afghanistan,1134,,5/10/1989,2,7/9/1989,1,0,,0,1990,36,36,36,Afghanistan,700,3,2.5-2015
2-158,1,Hizb-i Islami-yi Afghanistan,1141,,Jam'iyyat-i Islami-yi Afghanistan,1134,,5/10/1989,2,7/9/1989,1,1,7/31/1991,3,1991,200,200,200,Afghanistan,700,3,2.5-2015
2-159,1,Hizb-i Islami-yi Afghanistan,1141,,Junbish-i Milli-yi Islami,1144,,1993-12-28,2,1994-04-20,2,1,1994-04-20,2,1994,27,27,27,Afghanistan,700,3,2.5-2015
2-159,1,Hizb-i Islami-yi Afghanistan,1141,,Junbish-i Milli-yi Islami,1144,,1993-12-28,2,3/3/1996,2,1,3/3/1996,2,1996,200,20,200,Afghanistan,700,3,2.5-2015
2-16,1,Ansaar ul-Islam,1243,,Lashkar-e-Islam,1244,,3/16/2007,1,2007-05-30,1,0,,0,2007,34,34,50,Pakistan,770,3,2.5-2015
2-16,1,Ansaar ul-Islam,1243,,Lashkar-e-Islam,1244,,2007-03-16,1,2007-05-30,1,0,,0,2008,88,88,177,Pakistan,770,3,2.5-2015
2-16,1,Ansaar ul-Islam,1243,,Lashkar-e-Islam,1244,,2007-03-16,1,2007-05-30,1,1,2009-12-26,2,2009,48,48,48,Pakistan,770,3,2.5-2015
2-160,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,10/12/1994,1,1994-11-05,2,0,,0,1994,66,16,66,Afghanistan,700,3,2.5-2015
2-160,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,10/12/1994,1,1994-11-05,2,1,2/13/1995,2,1995,42,42,202,Afghanistan,700,3,2.5-2015
2-160,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,10/12/1994,1,3/7/2010,2,0,,0,2010,99,99,99,Afghanistan,700,3,2.5-2015
2-160,1,Hizb-i Islami-yi Afghanistan,1141,,Taleban,1146,,10/12/1994,1,3/7/2010,2,1,9/17/2011,1,2011,25,25,27,Afghanistan,700,3,2.5-2015
2-161,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Junbish-i Milli-yi Islami,1144,,12/9/1992,2,12/9/1992,2,1,12/22/1992,2,1992,90,90,90,Afghanistan,700,3,2.5-2015
2-161,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Junbish-i Milli-yi Islami,1144,,1992-12-09,2,2002-02-03,2,0,,0,2002,136,136,156,Afghanistan,700,3,2.5-2015
2-161,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Junbish-i Milli-yi Islami,1144,,1992-12-09,2,2002-02-03,2,1,2003-11-02,2,2003,158,94,180,Afghanistan,700,3,2.5-2015
2-162,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Mahaz-i Milli-yi Islami-yi Afghanistan ,1138,,2/3/1996,2,2/3/1996,2,1,2/3/1996,2,1996,100,100,100,Afghanistan,700,3,2.5-2015
2-163,1,Jam'iyyat-i Islami-yi Afghanistan,1134,,Shura-yi Nazar-i Shomali,1664,,1995-12-26,2,1995-12-26,2,1,1995-12-26,2,1995,25,25,25,Afghanistan,700,3,2.5-2015
2-164,1,GIA - El Ahd Battalion,1770,,GIA - El Khadra Battalion,1905,,1998-04-26,1,1998-04-26,1,1,1998-04-26,1,1998,62,62,62,Algeria,615,4,2.5-2015
2-165,1,GIA - El Forkane,1771,,GIA - El Khadra Battalion,1905,,1998-06-09,1,1998-06-09,1,1,1998-06-09,1,1998,56,56,56,Algeria,615,4,2.5-2015
2-166,1,AIS,1389,,GIA,1390,,1994-02-06,1,1995-04-27,3,1,1995-05-16,3,1995,51,51,64,Algeria,615,4,2.5-2015
2-166,1,AIS,1389,,GIA,1390,,1994-02-06,1,1997-12-02,2,0,,0,1997,250,250,250,Algeria,615,4,2.5-2015
2-166,1,AIS,1389,,GIA,1390,,1994-02-06,1,1997-12-02,2,1,1998-12-30,1,1998,25,25,25,Algeria,615,4,2.5-2015
2-168,1,BCP,1665,,PBCP,1666,,1993-01-17,1,1993-05-15,1,1,1993-05-15,1,1993,27,27,30,Bangladesh,771,3,2.5-2015
2-169,3,Laime,1668,,Qaqachaca,1667,,1998-01-26,1,2000-01-25,1,1,7/8/2000,1,2000,50,46,50,Bolivia,145,5,2.5-2015
2-17,1,Ansar al-Islam,1075,,PUK,1103,,2001-09-23,1,2002-07-08,1,0,,0,2002,85,85,160,Iraq,645,2,2.5-2015
2-17,1,Ansar al-Islam,1075,,PUK,1103,,2001-09-23,1,2002-07-08,1,0,,0,2003,416,412,466,Iraq,645,2,2.5-2015
2-17,1,Ansar al-Islam,1075,,PUK,1103,,2001-09-23,1,2002-07-08,1,1,12/4/2004,1,2004,126,117,165,Iraq,645,2,2.5-2015
2-170,1,ALiR,2013,,Palipehutu-FNL,1278,,2000-02-12,3,2000-02-12,3,1,2000-02-12,3,2000,100,100,300,Burundi,516,4,2.5-2015
2-171,3,Bafanji,1772,,Balikumbat ,1773,,1998-02-28,3,1998-02-28,3,1,1998-03-25,2,1998,51,51,60,Cameroon,471,4,2.5-2015
2-172,3,Banya,1774,,"Foulbe, Hausa",547101,"1775, 1462",1991-07-17,2,1991-07-17,2,1,1991-07-17,2,1991,50,9,100,Cameroon,471,4,2.5-2015
2-173,3,Choa Arab,1777,,Kotoko,1776,,1992-01-30,2,1992-11-15,2,0,,0,1992,25,25,110,Cameroon,471,4,2.5-2015
2-173,3,Choa Arab,1777,,Kotoko,1776,,1992-01-30,2,1992-11-15,2,0,,0,1993,47,32,69,Cameroon,471,4,2.5-2015
2-173,3,Choa Arab,1777,,Kotoko,1776,,1992-01-30,2,1992-11-15,2,1,1994-03-26,2,1994,34,30,34,Cameroon,471,4,2.5-2015
2-174,1,Hells Angels,1669,,Rock Machine,1670,,10/20/1994,1,1995-12-31,5,1,12/31/1995,5,1995,25,25,25,"Mexico, Canada","70, 20",5,2.5-2015
2-174,1,Hells Angels,1669,,Rock Machine,1670,,10/20/1994,1,1995-12-31,5,1,1998-12-31,5,1998,27,27,27,Canada,20,5,2.5-2015
2-176,3,Khozam  ,1781,,Oulad Rachid,1780,,2000-11-21,1,2000-11-21,1,1,2000-11-28,1,2000,72,72,72,Chad,483,4,2.5-2015
2-177,1,AUC,1632,,ELN,1605,,1997-05-30,2,2000-07-21,2,0,,0,2000,35,35,143,Colombia,100,5,2.5-2015
2-177,1,AUC,1632,,ELN,1605,,1997-05-30,2,2000-07-21,2,1,10/30/2001,1,2001,40,40,40,Colombia,100,5,2.5-2015
2-178,1,Cali Cartel,1671,,Medellín Cartel,1635,,1990-05-03,1,1990-10-25,1,1,1990-10-25,1,1990,32,32,46,Colombia,100,5,2.5-2015
2-179,1,Medellín Cartel,1635,,PEPES,1672,,1993-02-05,2,1993-02-05,2,1,6/2/1993,1,1993,45,45,45,Colombia,100,5,2.5-2015
2-18,3,Anuak,1435,,Dinka ,1452,,2002-11-27,1,2002-11-27,1,1,12/1/2002,2,2002,41,41,41,Ethiopia,530,4,2.5-2015
2-180,1,MPA/Republic of Anjouan,1397,,MPA - SOC,1782,,1998-12-06,2,1998-12-08,2,1,1998-12-08,2,1998,40,40,60,Comoros,581,4,2.5-2015
2-181,1,AFDL,1268,,ALiR,2013,,1997-01-10,1,1997-03-20,2,1,1997-03-20,2,1997,120,120,120,DR Congo (Zaire),490,4,2.5-2015
2-182,1,AFDL,1268,,Mayi Mayi,1505,,1996-11-05,1,1997-01-03,1,1,1997-01-03,1,1997,33,33,33,DR Congo (Zaire),490,4,2.5-2015
2-183,3,Hunde,1783,,Hutu,1784,,1993-04-30,3,1993-04-30,3,1,1993-09-07,1,1993,157,157,157,DR Congo (Zaire),490,4,2.5-2015
2-183,3,Hunde,1783,,Hutu,1784,,1993-04-30,3,1995-06-09,2,0,,0,1995,465,465,465,DR Congo (Zaire),490,4,2.5-2015
2-183,3,Hunde,1783,,Hutu,1784,,1993-04-30,3,1995-06-09,2,1,1996-10-21,5,1996,119,119,1326,DR Congo (Zaire),490,4,2.5-2015
2-184,3,Banyarwanda,1958,,"Hunde, Nyanga",549016,"1783, 1943",1993-03-21,1,1993-03-21,1,0,,0,1993,3051,351,6051,DR Congo (Zaire),490,4,2.5-2015
2-184,3,Banyarwanda,1958,,"Hunde, Nyanga",549016,"1783, 1943",1993-03-21,1,1993-03-21,1,1,1994-12-31,5,1994,146,146,4000,DR Congo (Zaire),490,4,2.5-2015
2-188,1,"CNDD-FDD, Mayi-Mayi  ",549010,"1505, 1280",RCD,1270,,2000-04-13,3,2000-04-13,3,1,2000-05-15,1,2000,97,70,97,DR Congo (Zaire),490,4,2.5-2015
2-189,1,"ALiR, CNDD-FDD , Mayi Mayi",549024,"1280, 1505, 2013",RCD,1270,,1999-01-31,3,1999-01-31,3,0,,0,1999,91,44,91,DR Congo (Zaire),490,4,2.5-2015
2-189,1,"ALiR, CNDD-FDD , Mayi Mayi",549024,"1280, 1505, 2013",RCD,1270,,1999-01-31,3,1999-01-31,3,1,2000-04-07,2,2000,30,30,30,DR Congo (Zaire),490,4,2.5-2015
2-19,3,Anuak,1435,,Nuer,1519,,2002-07-07,1,2002-07-07,1,0,,0,2002,101,101,106,Ethiopia,530,4,2.5-2015
2-19,3,Anuak,1435,,Nuer,1519,,2002-07-07,1,7/7/2002,1,1,2003-12-14,2,2003,36,36,106,Ethiopia,530,4,2.5-2015
2-190,1,RCD-ML ,1271,,RCD-K-ML ,1650,,2000-11-05,2,2000-11-15,2,1,2000-11-15,2,2000,43,43,50,DR Congo (Zaire),490,4,2.5-2015
2-191,1,Mayi Mayi,1505,,RCD-ML ,1271,,1999-11-14,1,1999-11-14,1,1,1999-11-25,2,1999,80,80,173,DR Congo (Zaire),490,4,2.5-2015
2-193,3,Amhara,1785,,Oromo,1523,,1989-03-31,3,1991-11-14,2,1,1991-11-14,2,1991,25,25,61,Ethiopia,530,4,2.5-2015
2-193,3,Amhara,1785,,Oromo,1523,,1989-03-31,3,2000-11-30,3,0,,0,2000,108,108,108,Ethiopia,530,4,2.5-2015
2-193,3,Amhara,1785,,Oromo,1523,,1989-03-31,3,2000-11-30,3,1,2001-03-31,5,2001,100,100,100,Ethiopia,530,4,2.5-2015
2-194,3,Arbore,1786,,Borana,1445,,1992-06-18,1,1992-06-18,1,1,1992-06-18,1,1992,317,317,317,Ethiopia,530,4,2.5-2015
2-195,3,Borana,1445,,Degodia,1787,,1992-12-31,5,1992-12-31,5,1,1992-12-31,5,1992,51,51,51,Ethiopia,530,4,2.5-2015
2-195,3,Borana,1445,,Degodia,1787,,1992-12-31,5,1998-10-26,2,1,1998-12-31,5,1998,225,225,362,"Ethiopia, Kenya","530, 501",4,2.5-2015
2-195,3,Borana,1445,,Degodia,1787,,1992-12-31,5,2000-05-20,3,1,2000-05-20,3,2000,65,65,65,Ethiopia,530,4,2.5-2015
2-197,3,Borana,1445,,Garre,1963,,2000-07-15,5,2000-09-30,3,0,,0,2000,68,68,68,Ethiopia,530,4,2.5-2015
2-197,3,Borana,1445,,Garre,1963,,2000-07-15,5,2000-09-30,3,1,2001-12-31,3,2001,93,93,93,Ethiopia,530,4,2.5-2015
2-197,3,Borana,1445,,Garre,1963,,2000-07-15,5,2009-02-06,1,1,2009-05-24,1,2009,34,34,34,Ethiopia,530,4,2.5-2015
2-198,3,"Borana, Guji",553001,"1445, 1467",Garre,1963,,2000-09-07,1,2000-09-07,1,0,,0,2000,72,72,72,Ethiopia,530,4,2.5-2015
2-198,3,"Borana, Guji",553001,"1445, 1467",Garre,1963,,2000-09-07,1,2000-09-07,1,1,2001-11-30,3,2001,31,31,31,Ethiopia,530,4,2.5-2015
2-199,3,Derashe,1788,,Zeyle,1789,,2001-11-23,2,2001-11-23,2,1,2001-11-23,2,2001,40,40,40,Ethiopia,530,4,2.5-2015
2-2,3,Abgal clan (Hawiye),1907,,Xawaadle clan (Hawiye),1758,,2008-01-09,1,2008-09-12,2,1,2008-12-26,2,2008,31,31,55,Somalia,520,4,2.5-2015
2-20,3,Agar Dinka,1436,,Gok Dinka,1437,,2006-07-18,2,2006-07-18,2,1,2006-07-18,2,2006,60,60,60,Sudan,625,4,2.5-2015
2-200,3,Gedeo,1790,,Guji,1467,,1995-12-31,5,1995-12-31,5,1,1995-12-31,5,1995,1000,1000,1000,Ethiopia,530,4,2.5-2015
2-200,3,Gedeo,1790,,Guji,1467,,1995-12-31,5,1998-07-22,1,1,1998-07-22,1,1998,700,140,700,Ethiopia,530,4,2.5-2015
2-202,3,Rer Liban subclan (Issaq),1791,,Rer Samatar subclan of Habr Awal (Issaq),1792,,1992-06-30,3,1992-06-30,3,1,1992-06-30,3,1992,100,100,100,Ethiopia,530,4,2.5-2015
2-203,1,"Forest Brothers, White Legion",537201,"1673, 1674",Republic of Abkhazia,1185,,1998-05-18,1,1998-05-20,1,1,5/23/1998,1,1998,38,38,66,Georgia,372,1,2.5-2015
2-204,1,Republic of Abkhazia,1185,,White Legion,1674,,1997-07-08,1,1997-12-24,1,1,1997-12-24,1,1997,26,26,36,Georgia,372,1,2.5-2015
2-205,3,Gonja,1944,,"Konkomba, Nawuri",545202,"1945, 1946",1991-06-25,2,1991-06-25,2,0,,0,1991,30,30,52,Ghana,452,4,2.5-2015
2-205,3,Gonja,1944,,"Konkomba, Nawuri",545202,"1945, 1946",1991-06-25,2,1991-06-25,2,1,1992-05-25,2,1992,63,63,80,Ghana,452,4,2.5-2015
2-208,3,"Dagomba, Gonja, Nanumba",545201,"1948, 1944, 1947",Konkomba,1946,,1993-01-31,3,1994-02-03,1,0,,0,1994,2004,1004,10024,Ghana,452,4,2.5-2015
2-208,3,"Dagomba, Gonja, Nanumba",545201,"1948, 1944, 1947",Konkomba,1946,,1993-01-31,3,1994-02-03,1,1,1995-04-23,1,1995,155,155,172,Ghana,452,4,2.5-2015
2-209,3,Torma,1955,,Torma Manian,1956,,2000-01-03,1,2000-01-03,1,1,2000-01-03,1,2000,31,31,34,Guinea,438,4,2.5-2015
2-21,1,ARPCT,1438,,ARS/UIC,1355,,2006-02-18,1,2/21/2006,1,1,2006-08-30,1,2006,562,532,636,Somalia,520,4,2.5-2015
2-210,3,Bodo,1675,,Santhal,1676,,1996-05-16,2,1996-05-18,2,1,1996-08-06,1,1996,185,185,216,India,750,3,2.5-2015
