"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","","","Threat of Strike in Mozambique","427 words"," Africa News","","",
"","","","Government to Protect Angolan Returnees","600 words"," Africa News","","",
"","","","Africa: Weekly Press Review","1134 words"," Africa News","","",
"","","","Bureaucrats Refuse to Release Life-Saving Landmine Detectors","627 words"," Africa News","","",
"","","","Deputy Editor Changes Plea to Guilty in Mugabe Marriage Case","427 words"," Africa News","","",
"","","","Condoms Handed Out to Weekend Bathers","347 words"," Africa News","","",
"","","","North, West and Eastern Africa Under Locust Threat","627 words"," Africa News","","",
"","","","Mali Licks Botswana 4-0","294 words"," Africa News","","",
"","","","Chiluba Spares Controversial Finance Minister","600 words"," Africa News","","",
"","","","Zambia Commissions Experts to Locate Meridien Boss","627 words"," Africa News","","",
"","","","Mauritania Inaugurates Butane Gas Filling Centre at Assaba","360 words"," Africa News","","",
"","","","When African Ostriches Become Chinese","400 words"," Africa News","","",
"","","","World Food Summit in the Pipeline","294 words"," Africa News","","",
"","","","Zimbabwe Imports More Power from Zaire, Zambia","614 words"," Africa News","","",
"","","","Africa Weekly Press Review","1934 words"," Africa News","","",
"","","","Africa gets 2.5 Million Dollar From IFAD","347 words"," Africa News","","",
"","","","Zambians to Debate Draft Constitution","800 words"," Africa News","","",
"","","","Africa Urged to Introduce Satellite Education","360 words"," Africa News","","",
"","","","Massive Exam Fraud in Cote d'Ivoire","307 words"," Africa News","","",
"","","","Algeria and Libya Sign Agreement","400 words"," Africa News","","",
"","","","Mali beat Guinea 91-72 in All Africa Games Qualifier","294 words"," Africa News","","",
"","","","Foot and Mouth Disease Breaks Out in Zambia","254 words"," Africa News","","",
"","","","French Envoy Visits Congo","334 words"," Africa News","","",
"","","","Benin Worthy of Closer Ties with U.S.","680 words"," Africa News","","",
"","","","Lusaka to Host Meeting on Angolan Refugees Repatriation","507 words"," Africa News","","",
"","","","Mandela Addresses Lesotho Parliament","654 words"," Africa News","","",
"","","","Telecoms Far From Satisfactory, Says Mugabe","734 words"," Africa News","","",
"","","","Zambian Families Evacuated From Shaba","347 words"," Africa News","","",
"","","","Political parties, Unions gagged","427 words"," Africa News","","",
"","","","SADC Trade Unionists Meet","427 words"," Africa News","","",
"","","","Government Steps Up Bid To Cage Kaunda","614 words"," Africa News","","",
"","","","RANGOLD May Up Invesment in Senegal","454 words"," Africa News","","",
"","","","Sudanese Doctor Defends Quinine","440 words"," Africa News","","",
"","","","Burundian President Visits Zaire","307 words"," Africa News","","",
"","","","Mortality Higher Infant Mortality in Luanda's Sambizanga","214 words"," Africa News","","",
"","","","Chiluba Orders Probe in Meridien Bank Swindle","507 words"," Africa News","","",
"","","","Healers Call to Modify Zimbawean Traditional Practices","654 words"," Africa News","","",
"","","","Sudan Accuses Egypt of harassing Diplomats","440 words"," Africa News","","",
"","","","Call for Higher Investment in Women","694 words"," Africa News","","",
"","","","European Loan","400 words"," Africa News","","",
"","","","Government Orders Probe on llegal Immigration by Gabu Amacha, PANA staff correspondent","467 words"," Africa News","","",
"","","","How Long Will Our Luck Hold?","654 words"," Africa News","","",
"","","","It's Final, Movement Gets 5 More Years","667 words"," Africa News","","",
"","","","Back On The Beat","1507 words"," Africa News","","",
"","","","AFPRC Is Committed To The Advancement of Women","720 words"," Africa News","","",
"","","","There Are No Shortages In The Gambia","440 words"," Africa News","","",
"","","","All African Games: Who Is Who?","307 words"," Africa News","","",
"","","","TUTU ON RECONCILIATION MISSION TO RWANDA AND BURUNDI","574 words"," Africa News","","",
"","","","CARTER CENTER STATEMENT ON RECENT PEACE AND HEALTH INITIATIVES IN SUDAN","854 words"," Africa News","","",
"","","","Washington Office on Africa Update","1307 words"," Africa News","","",
"","","","Nigeria: New Reports on Ogoni Crisis","2707 words"," Africa News","","",
"","","","Report of The Africa Fund Delegation of U.S. State Legislators to Southern Africa","3307 words"," Africa News","","",
"","","","USafrica, Continental Airlines In Joint Venture In Africa","826 words"," Africa News","","",
"","","","Two State Beermakers Privatized","534 words"," Africa News","","",
"","","","Africa Games Organisers Complain About Money","640 words"," Africa News","","",
"","","","EU Aid to Zimbabwe Increasing","454 words"," Africa News","","",
"","","","Stockmart Opens Week Bright But...","534 words"," Africa News","","",
"","","","Zambian Kwacha Still In The Doldrums","427 words"," Africa News","","",
"","","","Lagos Hit by Kerosene Scarcity","320 words"," Africa News","","",
"","","","New Zaire Makes Spectacular Gains","414 words"," Africa News","","",
"","","","Shilling Starts Falling Again","320 words"," Africa News","","",
"","","","Nigeria's Population Now 98 Million","360 words"," Africa News","","",
"","","","Zambian Police Stop Student Demonstration","774 words"," Africa News","","",
"","","","Nigeria Opts For Dialogue In Relations","734 words"," Africa News","","",
"","","","Southern Africa Police Chiefs Form Anti-Crime Body","440 words"," Africa News","","",
"","","","Mugabe Appeals for Regional Security","734 words"," Africa News","","",
"","","","Human Rights Union to Hold Congress in Ouagadougou","387 words"," Africa News","","",
"","","","Cause of Southern African Diseases Identified","360 words"," Africa News","","",
"","","","Zambia's Infant Mortality for Lack of Breastfeeding High","440 words"," Africa News","","",
"","","","Mozambique Seeks More Buses From Japan","374 words"," Africa News","","",
"","","","Zimbabwean Army Reduced by 10,000","454 words"," Africa News","","",
"","","","Entry Visas Mandatory for Sudan-bound Visitors","387 words"," Africa News","","",
"","","","Police Arrest former President Kaunda","374 words"," Africa News","","",
"","","","Circumcision Recommended as HIV Transmission Reducing Factor","947 words"," Africa News","","",
"","","","Squeeze on Zimbabwe's Health Funding","494 words"," Africa News","","",
"","","","Abacha Appoints New Petroleum Chief","280 words"," Africa News","","",
"","","","Shipping Lines Procures New Vessel","494 words"," Africa News","","",
"","","","Zimbabwe: No Rights Issues Expected This Year","400 words"," Africa News","","",
"","","","Banks Cheated, Interest Rates Went Up","360 words"," Africa News","","",
"","","","Exchange Opens Week In Dull Trading","400 words"," Africa News","","",
"","","","Sudan Government Encourages Wheat Imports","440 words"," Africa News","","",
"","","","Namibia Telecom Receives EU Assistance","347 words"," Africa News","","",
"","","","Metroline For Nigeria's Capital","587 words"," Africa News","","",
"","","","Defence, Security Chiefs Support Truth Commission >","320 words"," Africa News","","",
"","","","African Women Will Not Be Marginalised in Beijing, Says Mongella","334 words"," Africa News","","",
"","","","Prominent Sudan Opposition Figure Defects from Opposition Ranks","240 words"," Africa News","","",
"","","","UN Military Chief Confident of Angolan Peace","440 words"," Africa News","","",
"","","","Zambian Police Move to Prevent Political Violence","614 words"," Africa News","","",
"","","","South Africa to Stock Iranian Oil, Despite U.S Protests","387 words"," Africa News","","",
"","","","Zimbabwe Stocks in Slight Upturn","214 words"," Africa News","","",
"","","","Tender for Cabinda Port Out","214 words"," Africa News","","",
"","","","European Union to Help Comesa Beat Trade Barriers","347 words"," Africa News","","",
"","","","Brightening Prospects for South Africa by Lionel Williams, PANA Staff Correspondent","1172 words"," Africa News","","",
"","","","Farmers Happy With The Rewards of Reform","374 words"," Africa News","","",
"","","","Zimbabwe Earns More From Tobacco","414 words"," Africa News","","",
"","","","Ashanti Goldfields Offers Three Million New Shares","387 words"," Africa News","","",
"","","","Beckoning On Foreign Investors","1254 words"," Africa News","","",
"","","","TANZANIA WANTS UGANDA TO PAY FOR GETTING RID OF TYRANT","414 words"," Africa News","","",
"","","","STAGE SET FOR NEW PEACE BID IN LIBERIA","747 words"," Africa News","","",
"","","","U.S. Suspends Aid to Sao Tome and Principe after coup","267 words"," Africa News","","",
"","","","Zimbabwe to Hold Presidential Polls Early 1996","414 words"," Africa News","","",
"","","","Zambian Govt. Defers Bill to Re-name Univeristy","614 words"," Africa News","","",
"","","","Rojukwu Wants Abacha To Respect Transition Programme","760 words"," Africa News","","",
"","","","AFRICAN LEADERS PREPARE FOR SUMMIT ON LIBERIA","467 words"," Africa News","","",
"","","","Zimbabwe Government Profits from Peacekeeping ?","1227 words"," Africa News","","",
"","","","09G/01E Nigeria-Democracy Abacha Promises a Return to Democracy","680 words"," Africa News","","",
"","","","Sudan Urges UNHCR to Stop Rebels from Recruiting Refugees","400 words"," Africa News","","",
"","","","Liberian Warlords Sign Another Peace Accord","520 words"," Africa News","","",
"","","","Botswana Govt. Asked to Abolish Death Penalty","440 words"," Africa News","","",
"","","","Comesa Clearing House Should Redefine Role","574 words"," Africa News","","",
"","","","South Africa Refuses to Bow to United States Pressure","360 words"," Africa News","","",
"","","","Sudanese Opposition Leader Mirghani Wants to Return >From Yahya","627 words"," Africa News","","",
"","","","Nigeria's Detainee Saro-Wiwa Bags Environmental Award","467 words"," Africa News","","",
"","","","Conservations Raise Alarm at Propecting Project","787 words"," Africa News","","",
"","","","Ecomog Peace Force Needs Logistics Support","680 words"," Africa News","","",
"","","","Morocco imports 90 Per Cent Of Energy","240 words"," Africa News","","",
"","","","US Pledges Help to Botswana's Textile Industry","587 words"," Africa News","","",
"","","","Major Gold Find for Niger","187 words"," Africa News","","",
"","","","Conservations Raise Alarm at Prospecting Project","814 words"," Africa News","","",
"","","","Election of ADB President Still Dicey","907 words"," Africa News","","",
"","","","The U.S. Identifies South Africa as ' A Big Emerging Market' by Peter Mwaura PANA Staff Corespondent","414 words"," Africa News","","",
"","","","Senegalese Minister Denies State Of War Situation","334 words"," Africa News","","",
"","","","Mozambique Welcomes End of Coup In Sao Tome","400 words"," Africa News","","",
"","","","Elections Rights Group Says Zimbabwean Elections Were Rigged","520 words"," Africa News","","",
"","","","Japanese Anti-Bomb Pacifists Allowed To Stop Over In Dakar","214 words"," Africa News","","",
"","","","Mugabe, Museveni Leave Nigeria >From Randy Zormelo","414 words"," Africa News","","",
"","","","Ecomog Peace Force Needs Logistics Support","667 words"," Africa News","","",
"","","","University University Head Says All Is Back To Normal","414 words"," Africa News","","",
"","","","Botswana Set for All Africa games","240 words"," Africa News","","",
"","","","Panel Indicts contractors Over Botched Junior World Cup","374 words"," Africa News","","",
"","","","Prime Minister Meles Zenawi Elected Executive Prime Minister","520 words"," Africa News","","",
"","","","Ghana Teaches Brazil Soccer Samba","1027 words"," Africa News","","",
"","","","Abacha Names New boss for Authoritative Daily","507 words"," Africa News","","",
"","","","Drought to Dominate Sadc Talks","1027 words"," Africa News","","",
"","","","Picture of Mandela's Holed Sock Wins Honours","467 words"," Africa News","","",
"","","","South Africa and United States Deny Tiff","294 words"," Africa News","","",
"","","","Congo To Host First Pan African Festival In 1996","294 words"," Africa News","","",
"","","","Taylor Commits Himself to Abuja Accord","307 words"," Africa News","","",
"","","","Drought to Dominate Sadc Talks","1027 words"," Africa News","","",
"","","","Prime Minister Meles Zenawi Elected Executive Prime Minister","534 words"," Africa News","","",
"","","","Burundi in Civil War, Says Buyoya","680 words"," Africa News","","",
"","","","Ghana's Ike Quartey Retains WBA Welterweight Crown","214 words"," Africa News","","",
"","","","U.S Commends Angola's Mediation in Sao Tome","280 words"," Africa News","","",
"","","","Project on Control of Bushfires for West Africa","667 words"," Africa News","","",
"","","","Kenya Says No To Chemical Weed Control","334 words"," Africa News","","",
"","","","Zambian Farmers Urged To Grow Drought-resistant Crops","600 words"," Africa News","","",
"","","","September Inauguration for Liberia's Interim Governing Council","334 words"," Africa News","","",
"","","","Uganda Warns Sudan As Rebels Invade","734 words"," Africa News","","",
"","","","French to Produce Africa Games Promotion Film","520 words"," Africa News","","",
"","","","Sudan Slams United Nations Over Sarajevo","454 words"," Africa News","","",
"","","","OAU Pledges Support for New ADB President","347 words"," Africa News","","",
"","","","Zimbabwean Bank Rejects Drought Scheme","760 words"," Africa News","","",
"","","","Zimbabwe to Start Export of Ostrich Meat to EU","334 words"," Africa News","","",
"","","","Zambia Sticks to Market Prices for Imported Maize","534 words"," Africa News","","",
"","","","Tanzania-Zambia Railway Authority In Freight Agreement With Zaire","387 words"," Africa News","","",
"","","","Sadc Economies Grow by 2.5 Percent","400 words"," Africa News","","",
"","","","Donors Pledge to Help SADC States","480 words"," Africa News","","",
"","","","Zimbabwe's Manufacturing Output Declines","400 words"," Africa News","","",
"","","","Africa Stock Market Report","667 words"," Africa News","","",
"","","","Zimbabwean Bank Rejects Drought Scheme","774 words"," Africa News","","",
"","","","Zambia To Expand Repatriation of Angolan Refugees","440 words"," Africa News","","",
"","","","South African Govt To Pensions to Freedom Fighters","267 words"," Africa News","","",
"","","","Iranian Oil storage deal delayed","347 words"," Africa News","","",
"","","","TUNISIAN FILM TO BE SCREENED IN VARIOUS AMERICAN CITIES","640 words"," Africa News","","",
"","","","CPJ Protest: Kenya","1534 words"," Africa News","","",
"","","","Document: Request to Drop Charges Against Sierra Leonian Journalists","1160 words"," Africa News","","",
"","","","Report Cites Declining International Aid","1880 words"," Africa News","","",
"","","","100-year Lesson They Just Refuse To Learn","1520 words"," Africa News","","",
"","","","Aid and Debt Eat At Africa's Development","974 words"," Africa News","","",
"","","","Decision Imminent On McDonald's Trademark","867 words"," Africa News","","",
"","","","McDonald's First Franchises In South Africa","680 words"," Africa News","","",
"","","","Portnet May Run Congo's Cargo Port","1014 words"," Africa News","","",
"","","","Fugard's Fountain Of Youth","1227 words"," Africa News","","",
"","","","Mzamane: Author In His Own Write?","1467 words"," Africa News","","",
"","","","Mail & Guardian Spreads Its 'Net","720 words"," Africa News","","",
"","","","Getting Better, Not Bitter From PGA Defeat","827 words"," Africa News","","",
"","","","Fame is Relative in Sri Lanka","1507 words"," Africa News","","",
"","","","Mines and Farming Stymie Growth","560 words"," Africa News","","",
"","","","Corridor That's Leading to Controversy","1707 words"," Africa News","","",
"","","","Kaunda's Comeback Bid is a Miscalculation","720 words"," Africa News","","",
"","","","Clearing Agents Risk Losing Licenses","560 words"," Africa News","","",
"","","","Democracy and Ethnicity","1774 words"," Africa News","","",
"","","","Editorial: Museveni Campaign On Wrong Footing","654 words"," Africa News","","",
"","","","Lira To Host Boxing","254 words"," Africa News","","",
"","","","Museveni Reveals Why He Chose A Woman As VP","387 words"," Africa News","","",
"","","","African-American Dancers To Sell Gambia Abroad","427 words"," Africa News","","",
"","","","What Abiola Told Me","1080 words"," Africa News","","",
"","","","Campaign Against Abacha","1787 words"," Africa News","","",
"","","","OPPOSITION ALLIANCE AGREES ON COMMON ACTION","1347 words"," Africa News","","",
"","","","MINISTER'S EXIT DENTS FLT. LT. RAWLINGS' "CIVILIAN" GOVERNMENT"","1707 words"," Africa News","","",
"","","","HUMAN RIGHTS: PATTERN CHANGES BUT VIOLATIONS CONTINUE","1934 words"," Africa News","","",
"","","","SUDAN CHURCHES OBJECT TO OIL EXPLORATION","934 words"," Africa News","","",
"","","","VIOLENCE CONTINUES UNABATED IN BURUNDI","920 words"," Africa News","","",
"","","","KENYA GETS NEW ECUMENICAL BODY","814 words"," Africa News","","",
"","","","CAPTAIN STRASSER READY FOR TALKS "ANY TIME, ANYWHERE"","720 words"," Africa News","","",
"","","","AFRICAN WOMEN IN REGIONAL "MINI-BEIJING"","760 words"," Africa News","","",
"","","","GABON CALLS FOR MILITARY ACTION IN SAO TOME AND PRINCIPE","1000 words"," Africa News","","",
"","","","TANZANIAN OPPOSITION PARTIES AGREE ON SOLE CANDIDATE","587 words"," Africa News","","",
"","","","CHURCHES FORM GROUP ON WORLD BANK, IMF","760 words"," Africa News","","",
"","","","GOSPEL MUSIC ROCKING KENYA","467 words"," Africa News","","",
"","","","OPPOSITION IN BATTLE TO RECAPTURE POLITICAL INITIATIVE IN ZAIRE","1494 words"," Africa News","","",
"","","","SKEPTICS DOUBT NIGERIAN JUNTA'S COMMITMENT TO CIVILIAN RULE","1427 words"," Africa News","","",
"","","","BISHOP RORIC, A "COOLING SYSTEM" IN SUDAN'S MILITARY JUNTA","1040 words"," Africa News","","",
"","","","NIGERIA'S ACTION CRUCIAL IN RESOLVING LIBERIA CRISIS","1427 words"," Africa News","","",
"","","","WHAT MAKES INDIGENOUS CHURCHES TICK?","2120 words"," Africa News","","",
"","","","VATICAN RELEASES DETAILS ON POPE'S VISIT TO AFRICA","440 words"," Africa News","","",
"","","","BISHOPS URGE AFRICAN GOVERNMENTS TO END CIVIL WARS","600 words"," Africa News","","",
"","","","CIVILIAN RULE RESTORED IN SAO TOME","694 words"," Africa News","","",
"","","","SIERRA LEONE NATIONAL CONFERENCE VOTES TO PUT OFF ELECTIONS","734 words"," Africa News","","",
"","","","BORDER TOWN FALL HEIGHTENS TENSION BETWEEN UGANDA, SUDAN","654 words"," Africa News","","",
"","","","SCHOLARS CHALLENGED ON POVERTY ERADICATION","814 words"," Africa News","","",
"","","","SUDAN'S EPISCOPAL CHURCH CALLS FOR END OF CIVIL WAR","734 words"," Africa News","","",
"","","","The perils of flight","640 words"," Africa News","","",
"","","","Leaked: government rules to prevent leaks","880 words"," Africa News","","",
"","","","SABC to be cut back -- in 1998","1014 words"," Africa News","","",
"","","","The perils of flight","747 words"," Africa News","","",
"","","","Leaked: government rules to prevent leaks","1000 words"," Africa News","","",
"","","","SABC to be cut back -- in 1998","1120 words"," Africa News","","",
"","","","Coups are not yet irrelevant topics","920 words"," Africa News","","",
"","","","Police summon Wezi Kaunda over KK's death plot document","454 words"," Africa News","","",
"","","","TUNISIAN FILM TO BE SCREENED IN VARIOUS AMERICAN CITIES","640 words"," Africa News","","",
"","","","CPJ Protest: Kenya","1534 words"," Africa News","","",
"","","","Document: Request to Drop Charges Against Sierra Leonian Journalists","1160 words"," Africa News","","",
"","","","Report Cites Declining International Aid","1880 words"," Africa News","","",
"","","","100-year Lesson They Just Refuse To Learn","1520 words"," Africa News","","",
"","","","Aid and Debt Eat At Africa's Development","974 words"," Africa News","","",
"","","","Decision Imminent On McDonald's Trademark","867 words"," Africa News","","",
"","","","McDonald's First Franchises In South Africa","680 words"," Africa News","","",
"","","","Portnet May Run Congo's Cargo Port","1014 words"," Africa News","","",
"","","","Fugard's Fountain Of Youth","1227 words"," Africa News","","",
"","","","Mzamane: Author In His Own Write?","1467 words"," Africa News","","",
"","","","Mail & Guardian Spreads Its 'Net","720 words"," Africa News","","",
"","","","Getting Better, Not Bitter From PGA Defeat","827 words"," Africa News","","",
"","","","Fame is Relative in Sri Lanka","1507 words"," Africa News","","",
"","","","Mines and Farming Stymie Growth","560 words"," Africa News","","",
"","","","Corridor That's Leading to Controversy","1707 words"," Africa News","","",
"","","","Kaunda's Comeback Bid is a Miscalculation","720 words"," Africa News","","",
"","","","Clearing Agents Risk Losing Licenses","560 words"," Africa News","","",
"","","","Democracy and Ethnicity","1774 words"," Africa News","","",
"","","","Editorial: Museveni Campaign On Wrong Footing","654 words"," Africa News","","",
"","","","Lira To Host Boxing","254 words"," Africa News","","",
"","","","Museveni Reveals Why He Chose A Woman As VP","387 words"," Africa News","","",
"","","","African-American Dancers To Sell Gambia Abroad","427 words"," Africa News","","",
"","","","What Abiola Told Me","1080 words"," Africa News","","",
"","","","Campaign Against Abacha","1787 words"," Africa News","","",
"","","","OPPOSITION ALLIANCE AGREES ON COMMON ACTION","1347 words"," Africa News","","",
"","","","MINISTER'S EXIT DENTS FLT. LT. RAWLINGS' "CIVILIAN" GOVERNMENT"","1707 words"," Africa News","","",
"","","","HUMAN RIGHTS: PATTERN CHANGES BUT VIOLATIONS CONTINUE","1934 words"," Africa News","","",
"","","","SUDAN CHURCHES OBJECT TO OIL EXPLORATION","934 words"," Africa News","","",
"","","","VIOLENCE CONTINUES UNABATED IN BURUNDI","920 words"," Africa News","","",
"","","","KENYA GETS NEW ECUMENICAL BODY","814 words"," Africa News","","",
"","","","CAPTAIN STRASSER READY FOR TALKS "ANY TIME, ANYWHERE"","720 words"," Africa News","","",
"","","","AFRICAN WOMEN IN REGIONAL "MINI-BEIJING"","760 words"," Africa News","","",
"","","","GABON CALLS FOR MILITARY ACTION IN SAO TOME AND PRINCIPE","1000 words"," Africa News","","",
"","","","TANZANIAN OPPOSITION PARTIES AGREE ON SOLE CANDIDATE","587 words"," Africa News","","",
"","","","CHURCHES FORM GROUP ON WORLD BANK, IMF","760 words"," Africa News","","",
"","","","GOSPEL MUSIC ROCKING KENYA","467 words"," Africa News","","",
"","","","OPPOSITION IN BATTLE TO RECAPTURE POLITICAL INITIATIVE IN ZAIRE","1494 words"," Africa News","","",
"","","","SKEPTICS DOUBT NIGERIAN JUNTA'S COMMITMENT TO CIVILIAN RULE","1427 words"," Africa News","","",
"","","","BISHOP RORIC, A "COOLING SYSTEM" IN SUDAN'S MILITARY JUNTA","1040 words"," Africa News","","",
"","","","NIGERIA'S ACTION CRUCIAL IN RESOLVING LIBERIA CRISIS","1427 words"," Africa News","","",
"","","","WHAT MAKES INDIGENOUS CHURCHES TICK?","2120 words"," Africa News","","",
"","","","VATICAN RELEASES DETAILS ON POPE'S VISIT TO AFRICA","440 words"," Africa News","","",
"","","","BISHOPS URGE AFRICAN GOVERNMENTS TO END CIVIL WARS","600 words"," Africa News","","",
"","","","CIVILIAN RULE RESTORED IN SAO TOME","694 words"," Africa News","","",
"","","","SIERRA LEONE NATIONAL CONFERENCE VOTES TO PUT OFF ELECTIONS","734 words"," Africa News","","",
"","","","BORDER TOWN FALL HEIGHTENS TENSION BETWEEN UGANDA, SUDAN","654 words"," Africa News","","",
"","","","SCHOLARS CHALLENGED ON POVERTY ERADICATION","814 words"," Africa News","","",
"","","","SUDAN'S EPISCOPAL CHURCH CALLS FOR END OF CIVIL WAR","734 words"," Africa News","","",
"","","","The perils of flight","640 words"," Africa News","","",
"","","","Leaked: government rules to prevent leaks","880 words"," Africa News","","",
"","","","SABC to be cut back -- in 1998","1014 words"," Africa News","","",
"","","","The perils of flight","747 words"," Africa News","","",
"","","","Leaked: government rules to prevent leaks","1000 words"," Africa News","","",
"","","","SABC to be cut back -- in 1998","1120 words"," Africa News","","",
"","","","Coups are not yet irrelevant topics","920 words"," Africa News","","",
"","","","Police summon Wezi Kaunda over KK's death plot document","454 words"," Africa News","","",
"","","","Cote d'Ivoire Ivorians in Nine Foreign Countries to Vote","644 words"," Africa News","","",
"","","","Zaire Americans To Conduct Research On Ebola","360 words"," Africa News","","",
"","","","Africa-At-Large Average Rainfall Expected in Southern Africa","414 words"," Africa News","","",
"","","","Sudan Country Warned To Expect Economic Embargo","214 words"," Africa News","","",
"","","","Zambia Opposition Party Opposes Registration Contract","680 words"," Africa News","","",
"","","","Sudan Government Arrests Alleged Plotters","494 words"," Africa News","","",
"","","","Africa-At-Large Officials Press For Improved Health Policies","374 words"," Africa News","","",
"","","","Libya Deportation of Palestinians Postponed","240 words"," Africa News","","",
"","","","Zimbabwe Tourism Arrivals Increase","414 words"," Africa News","","",
"","","","Rwanda Amnesty International Calls For Action","467 words"," Africa News","","",
"","","","Nigeria Abacha Shuffles Ruling Military Council","640 words"," Africa News","","",
"","","","Africa-At-Large All Smiles as Top Athletes Participate","387 words"," Africa News","","",
"","","","Niger Prime Minister Calls For Resumption of Classes","174 words"," Africa News","","",
"","","","Zambia Canadian Offers Food Aid","200 words"," Africa News","","",
"","","","Ethiopia Illegal Immigrants Expelled","387 words"," Africa News","","",
"","","","Nigeria Military Ruling Council Keeps Country Guessing","587 words"," Africa News","","",
"","","","Africa-At-Large Egypt Apologises to S.A. On Aids Report","267 words"," Africa News","","",
"","","","Sudan African Ombudsman Conference Opens in Khartoum","307 words"," Africa News","","",
"","","","Nigeria New ID for UN Security Council Seat","520 words"," Africa News","","",
"","","","Zimbabwe Tobacco Sales Top $11 Million","187 words"," Africa News","","",
"","","","Zambia Govt. Denies Awarding Elections Job To Israel","560 words"," Africa News","","",
"","","","Zambia Country Prepares To Import Famine Relief Maize","347 words"," Africa News","","",
"","","","Africa-At-Large African Leaders Urged To Secure Peace","774 words"," Africa News","","",
"","","","Nigeria Government To Rationalise Foreign Missions","387 words"," Africa News","","",
"","","","Nigeria- (Commentary) The Pen And The Sword","1107 words"," Africa News","","",
"","","","Zimbabwe More Foreign Firms Prospect For Minerals","374 words"," Africa News","","",
"","","","Zambia Rwandan Refugees Employed In Zambia","427 words"," Africa News","","",
"","","","Zimbabwe Young Gymnast Makes History At Games","294 words"," Africa News","","",
"","","","Africa-At-Large Southern Africa In Joint Geological Research","507 words"," Africa News","","",
"","","","South Africa South African, Iran Sign Co-operation Agreement","334 words"," Africa News","","",
"","","","Nigeria American Oil Company Shelves Divestment Plan","320 words"," Africa News","","",
"","","","Angola UN Commander Hopeful of Peace","520 words"," Africa News","","",
"","","","UGANDA Striking Doctors Defy Government Ultimatum","400 words"," Africa News","","",
"","","","Zambia Israeli Firm Wins Voters' Registration Contract","374 words"," Africa News","","",
"","","","Mozambique Canada To Assist Judiciary","320 words"," Africa News","","",
"","","","Zambia Main Opposition Scores Election Gains","467 words"," Africa News","","",
"","","","Botswana Newspaper to Pay Compensation","187 words"," Africa News","","",
"","","","Ethiopia Leather Products Institute Acquires New Site","334 words"," Africa News","","",
"","","","Mozambique Military Cooperation with Zimbabwe","507 words"," Africa News","","",
"","","","Zimbabwe Money Market in Surplus","307 words"," Africa News","","",
"","","","Egypt Wrestler Tests Positive For Doping, loses medal","294 words"," Africa News","","",
"","","","Zambia Police Hold Kaunda Team Over Minister's Beating","427 words"," Africa News","","",
"","","","Zimbabwe Call for Continued U.S. Military Training","294 words"," Africa News","","",
"","","","Africa-At-Large South Africa Bids To Host Next Games","440 words"," Africa News","","",
"","","","Africa-At-Large States Barred from Voting at UN General Assembly","440 words"," Africa News","","",
"","","","Africa-At-Large Games Expose Race Division In Sport","1014 words"," Africa News","","",
"","","","Nigeria Abacha: Uneasy Head That Wears Nigeria's Crown","1054 words"," Africa News","","",
"","","","South Africa Pretoria Wants Debts to UN Cancelled","280 words"," Africa News","","",
"","","","Africa-At-Large Algeria, South Africa In Hostile Exchanges","614 words"," Africa News","","",
"","","","Africa-At-Large Racial Tension Strong In Soccer Final","520 words"," Africa News","","",
"","","","Africa-At-Large Athletes' Huge Appetite Baffles Hosts","534 words"," Africa News","","",
"","","","Zimbabwe Inflation Rises to 23.7 Percent","146 words"," Africa News","","",
"","","","South Africa Multi-Million Dollar Chinese Investment","227 words"," Africa News","","",
"","","","South Africa Draft of New Constitution Due by November","200 words"," Africa News","","",
"","","","Africa-At-Large Dates Set for SADC Music Festival","294 words"," Africa News","","",
"","","","Zimbabwe Author In Hiding, Rushdie-style","520 words"," Africa News","","",
"","","","Burundi Power Lines Sabotaged","294 words"," Africa News","","",
"","","","Egypt Search for Trade Opportunities","267 words"," Africa News","","",
"","","","Nigeria Politicians Discuss Future Of Nigeria by Paul Ejime, PANA Staff Correspondent","734 words"," Africa News","","",
"","","","U.S./Africa African-American Publishers Head for Nigeria","680 words"," Africa News","","",
"","","","Zimbabwe U.S. Volunteers To Help Fill Manpower Shortage","347 words"," Africa News","","",
"","","","Sudan Detained Students Freed, Says Government","280 words"," Africa News","","",
"","","","Rwanda UNHCR to Step Up Refugee Repatriation","347 words"," Africa News","","",
"","","","Zambia Another Party Criticizes Govt Clause","440 words"," Africa News","","",
"","","","Nigeria Hope Dims For Abiola and Coup Suspects","854 words"," Africa News","","",
"","","","Zimbabwe Government Goes for Third Stock Issue","214 words"," Africa News","","",
"","","","South Africa Pretoria Hints It Will Not Join Comesa","467 words"," Africa News","","",
"","","","Nigeria Minister Dismisses Drug Charges Against Athletes","747 words"," Africa News","","",
"","","","Africa-At-Large Locust Threatens harvests in Africa's Sahel","494 words"," Africa News","","",
"","","","Africa-At-Large Africans Call For Reform Of UN Security Council","787 words"," Africa News","","",
"","","","Nigeria Nigerian Teachers Vow To Continue Strike","400 words"," Africa News","","",
"","","","Nigeria Carter Pleads For Obasanjo's Release","414 words"," Africa News","","",
"","","","Nigeria Press Council Wants Detained Journalists Freed","374 words"," Africa News","","",
"","","","Cote d'Ivoire Pleimelding Contract With Ivorian Elephants Confirmed","240 words"," Africa News","","",
"","","","Sudan Government And Rebels Says They Want War Ended","387 words"," Africa News","","",
