"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Slack farmers won't get aid","214 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Mpumulanga agriculture budget down","307 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Secret negotiations between ANC & protesters","667 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Breakdown of services imminent if key posts not filled","467 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Commission hearing stalled after witnesses fail to arrive","814 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Despite 15 million exam papers - not one leaked","334 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;'Obnoxious apartheid remnants' removed from school curricula","400 words"," Africa News","","",
"International Committee of the Red Cross","","","Zaire; Zaire Strife Ongoing","1120 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","South Africa; Groups Seek Release of Court Martial Proceedings","427 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Union Charges Interference At Swazi TV","774 words"," Africa News","","",
"Clive Sawyer and William-Mervin Gumede, Cape Argus (Cape Town)","","","South Africa;W Cape Nats may yet have to split, says Kriel","534 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;That ding-dong with Durban (Editorial)","374 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Liz McGrath: rich, famous and royal visit our woman of the world","1134 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Malan risks civil action over SADF raids - Boraine","440 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","South Africa;New plan to curb money laundering","680 words"," Africa News","","",
"Jenny Viall, Cape Argus (Cape Town)","","","South Africa;Cash for kids: how much is enough?","1814 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Sports - General;R750-m GDP boost seen for Cape","400 words"," Africa News","","",
"Jenny Viall, Cape Argus (Cape Town)","","","South Africa;Cape Town's shame - Death in a wheelbarrow","507 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Prosecution witnesses testify against Derg Officials","374 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Over 30,000 people benefit from potable water projects","280 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Police kill leader, apprehend members of anti-peace group","254 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ambassadors' seminar takes stand on human rights","347 words"," Africa News","","",
"Ethiopian Information Service Network (Amsterdam)","","","Ethiopia; Teacher's Union Leader Killed in Raid","1147 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Politicians: no time for queues","467 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;A small favour brings a department tumbling down","2267 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;The traffic cop who risked all to expose corruption","427 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;The Mpumalanga MEC who lives in Houghton","440 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Business and Finance;Mpumalanga takes the lead with public private sector partnerships","214 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Land invasion threat due to shortage of farm land","374 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Gaming board members receive death threats","254 words"," Africa News","","",
"Nomsa Khoza, African Eye News Service (South Africa)","","","South Africa;Youth leader fails to practice what he preaches","254 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Sports - Soccer;New Safa 'coach' changes tactics","1254 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Sports - Soccer;The three points or bust derby","934 words"," Africa News","","",
"Steve Morris, Mail And Guardian (Johannesburg)","","","Sports - General;RUGBY: SA's best in battle for semi-final scraps","1000 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Memories of theatre giants","987 words"," Africa News","","",
"Chris Dunton, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Plays from old and new SA","654 words"," Africa News","","",
"Jonathan Romney, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Arty anachronism","747 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Film: Black to his roots","1507 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Edgy Afro-acid jazz","827 words"," Africa News","","",
"Maria McCloy, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Film: Dongo vs Flame","734 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Cannes in the can","760 words"," Africa News","","",
"Maria McCloy, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Music: An unbridled lie!","707 words"," Africa News","","",
"Arthur Goldstuck, Mail And Guardian (Johannesburg)","","","Business and Finance;WEB FEET: Notes from the Net (Column)","587 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail And Guardian (Johannesburg)","","","Business and Finance;Media imbalances capture Sanef's attention","867 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa's black media forums to wed","974 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;IBA sets local TV limits","2467 words"," Africa News","","",
"Aspasia Karras, Mail And Guardian (Johannesburg)","","","Business and Finance;Environment on agenda, at last","1907 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;Sisters share in doing it for themselves","947 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Agriculture slips out of Gear","2054 words"," Africa News","","",
"Ferial Haffajee, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Cosatu marches on","680 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Mercenaries grab Angola's gems","920 words"," Africa News","","",
"Arthur Goldstuck, Mail And Guardian (Johannesburg)","","","Business and Finance;WEB FEET: Notes from the Net (Column)","587 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail And Guardian (Johannesburg)","","","Business and Finance;Media imbalances capture Sanef's attention","867 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa's black media forums to wed","974 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;IBA sets local TV limits","2467 words"," Africa News","","",
"Aspasia Karras, Mail And Guardian (Johannesburg)","","","Business and Finance;Environment on agenda, at last","1907 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;Sisters share in doing it for themselves","947 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Agriculture slips out of Gear","2054 words"," Africa News","","",
"Ferial Haffajee, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Cosatu marches on","680 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Mercenaries grab Angola's gems","920 words"," Africa News","","",
"Jim Cambray, Mail And Guardian (Johannesburg)","","","Science and Health;Ancient South American fish at risk (Commentary)","347 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Science and Health;Eco-terrorist trout (Commentary)","787 words"," Africa News","","",
"Tom Lodge, Mail And Guardian (Johannesburg)","","","South Africa;All wars breach human rights (Commentary)","1240 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Do we really know Africa? (Commentary)","974 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Women's League is dying (Commentary)","1134 words"," Africa News","","",
"Iden Wetherell, Mail And Guardian (Johannesburg)","","","Zimbabwe;Mugabe report causes division","747 words"," Africa News","","",
"Ivor Powell, Mail And Guardian (Johannesburg)","","","Zaire;Zairean peace hits a squall","1307 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;The ANGELLA JOHNSON INTERVIEW","1720 words"," Africa News","","",
"Ann Eveleth, Mail And Guardian (Johannesburg)","","","South Africa;Retrenched teachers back on the job","587 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Democracy's a mixed bag for a Free State town","1667 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Cuban who lives to heal","840 words"," Africa News","","",
"Gustav Thiel, Mail And Guardian (Johannesburg)","","","Sports - General;Olympic 'shotgun wedding' misfires","587 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Pagad, gangs mix it up with politics","1560 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Thousands to leave mental homes","1907 words"," Africa News","","",
"Peta Thornycroft, Mail And Guardian (Johannesburg)","","","South Africa;Journalists informed for extra cash","707 words"," Africa News","","",
"Mungo Soggot, Mail And Guardian (Johannesburg)","","","South Africa;IBA councillors 'merely borrowed from taxpayers'","787 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;How Roelf broke the rules","614 words"," Africa News","","",
"Jim Day, Mail And Guardian (Johannesburg)","","","South Africa;Riots over border dispute blamed on the ANC","1240 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Justice's betrayal of innocence","814 words"," Africa News","","",
"Andrew Worsdale, Mail And Guardian (Johannesburg)","","","South Africa;'Queer things happen' as Caligula is censored","707 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;SA lifts Turkish arms ban","800 words"," Africa News","","",
"Gustav Thiel, Mail And Guardian (Johannesburg)","","","Zaire;Mega-rich nephew sued","467 words"," Africa News","","",
"Chris McGreal, Mail And Guardian (Johannesburg)","","","Zaire;Kinshasa waits for Kabila","1227 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; State Department: 'Hope' that Mobutu and Kabila Will Meet","4387 words"," Africa News","","",
"Dr Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A History of 20th Century Ethiopia, Part 18","1267 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Eth. Expects 19.4 Mln. Birr From African Embassies","374 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;France's Export to Ethiopia and Eritrea On the Increase","347 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Netherlands Grants Over 160,000 Birr","294 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Workshop to Gather Legal Officials","227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Food shortages forecast due to failure of "short rains"","227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Solve the Language Problem and Maintain Ethiopian Unity","2240 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","United States and Africa;US Ambassador Attaches High Importance to American Investment","387 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;Exorbitant Rent Hikes in Ethiopia","1867 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Sports - Soccer;Ethiopian Football: Taferi Agune","934 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Germany Commits 68 million Birr to Ethiopia","240 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Fire Strikes Merkato","214 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Former Official Appears on Charges of Genocide","227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Swiss Grants 9.4 million Birr to Ethiopia","227 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Ethiopia;A Time To Wake Up (Editorial)","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Human Rights Council Denounces Bombings","587 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Former Deputy PM Challenges Court's Jurisdiction","720 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;ETA Executive Committee Member Shot","187 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;"Africa is Emphatically not a Place of Gloom and Doom"","1614 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Abacha, Biya to meet Over Bakassi Peninsula","214 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;Students Body Calls For Postponement Of Polls","440 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Stocks Gains Made At Ghana Stock Market","574 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Libya;Gadhafi Ends Nigerian Visit","280 words"," Africa News","","",
"Tambayi Nyika, PANA Correspondent, Panafrican News Agency","","","Zimbabwe;Bid To Restore Old Monument Sites","1040 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Atrocities In Matabeleland A Mistake - Mugabe","347 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Another corruption scandal in Mpumalanga","760 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Urges Companies to Go Slow in Zaire","1320 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Asks Nigeria to Seize Qadafi's Plane","827 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Somalia - Cholera Cases","160 words"," Africa News","","",
"Panafrican News Agency","","","Mali;Malians Vote In Calm Atmosphere","374 words"," Africa News","","",
"Panafrican News Agency","","","Burkina Faso;Over Four Million Vote In Burkina Parliamentary Polls","387 words"," Africa News","","",
"Panafrican News Agency","","","Libya;Kadhafi Shortens African Tour","454 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Uganda, Sudan To Swap Captives","587 words"," Africa News","","",
"Yahya el Hassan, PANA Correspondent, Panafrican News Agency","","","East Africa;Sudanese President Optimistic About Ties with Uganda","587 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Zambia's Mighty Mufulira Lift BP Top Eight Cup","227 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;OAU To Set Up Conflict Early Warning System","307 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;African Leaders Appeal To Zaireans","294 words"," Africa News","","",
"APS Correspondent Samuel Sarpong, All Africa Press Service","","","Africa-at-Large;Imagine Caring African Cities","1560 words"," Africa News","","",
"APS Correspondent Robert Otani, All Africa Press Service","","","Science and Health;Rescued from the Sukuma Charm: Surviving Acute Leukaemia","1987 words"," Africa News","","",
"APS Writer Osman Njuguna, All Africa Press Service","","","Africa-at-Large;Bringing the Bible Closer Home for African Christians","2907 words"," Africa News","","",
"All Africa Press Service","","","Zaire;Intrigues Deepen In Zaire","614 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Truth Commission: The Hearing That Spares None","1267 words"," Africa News","","",
"All Africa Press Service","","","Somalia;Fighting Mars Peace Efforts In Somalia","760 words"," Africa News","","",
"All Africa Press Service","","","Mali;Pre-Poll Violence Forces Schools' Closure","734 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Abidjan Archbishop Urges Africans To Change Attitude","507 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Peace Must Involve All Sudanese","867 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Church Cautioned Against Leadership Wrangles","1240 words"," Africa News","","",
"Panafrican News Agency","","","Gabon;Bucherons Excluded From Gabonese Opposition Grouping","307 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Anyaoku Warns Of Global Environmental Damage","614 words"," Africa News","","",
"Kibaniakina M. N., PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;PANA Begins Privatization Program In December","1054 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Flamingoes Return To Kenya's Lake Nakuru","280 words"," Africa News","","",
"Yahya El Hassan, PANA Correspondent, Panafrican News Agency","","","Sudan;Dinder Park Survives Ravages Of War","840 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 19 - Africa (05/09)","2694 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement on the Meeting with the TRC","267 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (05/05 - 05/11)","414 words"," Africa News","","",
"Archie Henderson, Cape Argus (Cape Town)","","","Sports - Soccer;The mystique of Manchester United","1307 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Johnson now sole owner of Zevenwacht estate","747 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Community leaders will back peace moves after all","467 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The shameful death of Thobeka Madayi (Editorial)","400 words"," Africa News","","",
"Lindsat Barnes, Cape Argus (Cape Town)","","","South Africa;City centre the home of crime in Cape Town","720 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;'Disinformation used to discredit, demonise MK'","160 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Pretoria bomb 'planned as highly visible attack on military'","146 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Quatro only long-term ANC prison camp","347 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Six cadres died after being beaten, TRC told","200 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Apartheid profiteers 'must pay reparation'","280 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;ANC unit's plot to kill Buthelezi","814 words"," Africa News","","",
"Action by Churches Together(ACT)","","","Zaire; Churches Rush Aid to Kisangani","534 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Consolidated Great Lakes Report No. 34","4267 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Urges Civilians to Leave Zaire","1160 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Science and Health;New twist in CITES battle","894 words"," Africa News","","",
"Panafrican News Agency","","","Mali;Konare Assured Of Second Term In Office","1160 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zaire;Zairians Want Kabila To Improve Economy","1120 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Zambia Support Ban On Ivory Trade","827 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Police Probe Ibadan Bomb Bast","440 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Britain Freezes Development Aid","427 words"," Africa News","","",
"Panafrican News Agency","","","Ethiopia;Six Girls Commit Suicide Defying Traditional Marriages","254 words"," Africa News","","",
"David Musoke, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Uganda's Risk Rating Improves, But Not Fast Enough","1227 words"," Africa News","","",
"Sam Mugo, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Kenyan Turnover And Share Prices Improve","294 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Zaire;Final South African Bid For Peace In Zaire","387 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Namibia; Journalists Express Concern At Government;Intolerance","1174 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Press Statement On Tokoza Violence","254 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Zambian Media Council Elects Chairperson","627 words"," Africa News","","",
"Congress of South African Trade Unions (COSATU)","","","Business and Finance; COSATU Rejects Appeal Court Ruling","1334 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Senate Threatens To Close Times Of Swaziland","547 words"," Africa News","","",
"United States Information Agency","","","United States and Africa;","1774 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Winnie asked to disown 'necklacing'","254 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;'We stuck to Geneva accord'","240 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Women sexually abused by Angola camp chiefs","133 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;22 spies killed - 'ANC faced collapse'","280 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","South Africa;Arie Katz and Susan Seely: their great adventure","987 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The sinister menace of fog (Editorial)","414 words"," Africa News","","",
"William-Mervin Gumede, Cape Argus (Cape Town)","","","Business and Finance;South Africa: In the public's interest to go private","2254 words"," Africa News","","",
"Alide Dasnois and Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;No plant closures after Romatex buyout","374 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;New Xhosas at 10111 say white staff are racists","454 words"," Africa News","","",
"Jenny Vial, Cape Argus (Cape Town)","","","South Africa;Wheelbarrow death probe","427 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Whistle-blower's corruption warnings ignored for one year","747 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Nepotism in traffic department stalls anti-corruption drive","867 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;14 pro-Mpumalanga demonstratos to appear in court on Wednesda","294 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Matriculants wander aimlessly because of poor career choice","360 words"," Africa News","","",
"Mzilikazi wa Africa, African Eye News Service (South Africa)","","","South Africa;Post office fooled by robber posing as guard","200 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Almost impossible to weed out fraudulent licenses","480 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Business and Finance;Mpumalanga still studying international airport","360 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Police nab 4 in major drug bust","787 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Government denies journalists' charges","614 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Economic Reforms Blamed For Straining Environment","1112 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Libya;UN To Investigate Kadhafi Breach Of Air Embargo","467 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Science and Health;AIDS Expected To Cause Severe Cut In Population","320 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Critical Agenda Prepared For OAU Summit","587 words"," Africa News","","",
"Paul Ejime,, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;Johnson-Sirleaf Ready For Presidential Polls","640 words"," Africa News","","",
"Sam Mugo, PANA Correspondent, Panafrican News Agency","","","Sports - Soccer;Kenya's National Team Leaves For Germany","534 words"," Africa News","","",
"Peter Efande, PANA Correspondent, Panafrican News Agency","","","Cameroon-Elections;Forty-Four Political Parties Vie For 180 Seats","1120 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Security personnel 'feared for FW's life' after ANC unbanned","747 words"," Africa News","","",
"Joseph Aranes, Lindsay Barnes and Michael Morris, Cape Argus (Cape Town)","","","South Africa;Gangsters pact: Pagad calls on bid team to quit","440 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Black Nat MPs keep close eye on Roelf and FW","534 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The ANC and the truth (Editorial)","507 words"," Africa News","","",
"Sharkey Isaacs, Cape Argus (Cape Town)","","","South Africa;Sedick Christian: Good Samaritan","1080 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Cape painters land R15-m deal","614 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;ANC asked to seek 'abducted' witness at Winnie trial","427 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;New witnesses to testify on huge bomb in Pretoria","280 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;AG warning: there's no justice","640 words"," Africa News","","",
"Yahya el Hassan, PANA Correspondent, Panafrican News Agency","","","Sudan;Government Says It Has Released All Political Prisoners","831 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Thousands Seek Asylum In South Africa","347 words"," Africa News","","",
"Elliot Mahende, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Tough Battle For OAU Top Post In June","1120 words"," Africa News","","",
"David Musoke, PANA Correspondent, Panafrican News Agency","","","Science and Health;Birds Compete With Planes For The Skies In Uganda","1067 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;SADC Sets Up Data Bank","347 words"," Africa News","","",
"Sam Mugo, PANA Correspondent, Panafrican News Agency","","","Kenya;Kenya Supports Ban On Ivory Trade","467 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;OAU Team Evaluates Great Lakes Refugee Situation","334 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","Nigeria; Worldwide Protests Against Shell","5560 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Special treatment 'not improper' says Mabona","1494 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Special unit to probe profiteering by top politicians","1000 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Cession riots spread to Delmas","307 words"," Africa News","","",
"Noel Kuhlase, African Eye News Service (South Africa)","","","South Africa;Poverty no excuse for violent crime","146 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Deputy speaker's license is invalid says man who tested her","1014 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Third straight week of violence in Bushbuckridge","520 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Political intervention encouraged corruption","1254 words"," Africa News","","",
"International Committee of the Red Cross","","","Zaire; ICRC: More work for the tracing agency","240 words"," Africa News","","",
"International Committee of the Red Cross","","","East Africa; ICRC: Emergency operation for Rwandan refugees","454 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Clinton Hope Relations with Niger Can Improve","1560 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Southern Africa; MISA Appoints New Executive Director","534 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Call for bunting display in city","374 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Cabinet team gears up to take fight for Games abroad","560 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;TRC decision today on spy secrecy","174 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;NP parliament caucus faces crunch today","374 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Buthelezi slates ANC 'silence' on murder of 420 IFP leaders","307 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Lawyers advised against amnesty bid, says De Klerk","240 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","Arts and Entertainment;Belinda Davids: whirlwind ride to the top of the Cape music scene","1187 words"," Africa News","","",
