"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Jim Day, Mail and Guardian (Johannesburg)","","","South Africa;Hospitals mum because they fear swamping","387 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Police discover diamonds in the rough at airport","440 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Science and Health;Medical units ill-prepared for abortions","1254 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Move to give welfare only to poorest opposed","920 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Germans under SA's scalpels?","507 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Food scheme faces closure","720 words"," Africa News","","",
"Lesley Cowling, Mail and Guardian (Johannesburg)","","","Science and Health;What's the active ingredient","280 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Science and Health;Government aims to 'own' Aids drug","760 words"," Africa News","","",
"Gustav Thiel, Mail and Guardian (Johannesburg)","","","South Africa;Rethink on teacher severance","694 words"," Africa News","","",
"Enoch Mthembu and Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;How Mdlalose 'resigned'","600 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Ngubane will bow to Buthelezi's bidding","1254 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;'Fewer rights than the family's dogs'","1334 words"," Africa News","","",
"Marion Edmunds and Enoch Mthembu, Mail and Guardian (Johannesburg)","","","South Africa;Strategy behind ANC's Cabinet offers","707 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Exodus of Pact dancers","454 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Dolphin investigated","1294 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","South Africa;'I was warned'","267 words"," Africa News","","",
"Stefaans BrUmmer and Hazel Friedman, Mail and Guardian (Johannesburg)","","","South Africa;New evidence in Hani death plot","1600 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Commission creates fresh interest in past","627 words"," Africa News","","",
"Mail & Guardian Reporter, Mail and Guardian (Johannesburg)","","","South Africa;Shocks from the Steyn Report","1414 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Africa: Weekly Press Review","800 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Stockmarket Ends Another Good Week","427 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Funeral Of Ethiopian Crown Prince Scheduled For Sunday","414 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Forty Million Dollars Needed For Repatriation Of Angolans","400 words"," Africa News","","",
"Taye Ige, Theweek (Lagos)","","","Sports - General;Nigerian Sports: Set for Battle","1054 words"," Africa News","","",
"Taye Ige, Theweek (Lagos)","","","Sports - Soccer;Nigerian Football: In Search of a "Messiah"","814 words"," Africa News","","",
"Akaninyene Esiere, Theweek (Lagos)","","","Business and Finance;The Budget: Smile, Nigerians Smile","2427 words"," Africa News","","",
"Austin Owete, Theweek (Lagos)","","","Nigeria;The Final Blow for Labour","840 words"," Africa News","","",
"Festus Owete, Theweek (Lagos)","","","Nigeria;All Bark, No Bite","4574 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Consolidated Great Lakes Report No. 11 (01/25- 31))","2671 words"," Africa News","","",
"Congress of South African Trade Unions (COSATU)","","","Swaziland; COSATU Reiterates Support for Swazi Strikers","547 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 93 on the Great Lakes (02/04)","2827 words"," Africa News","","",
"Munkeni Lapess, PANA Correspondent, Panafrican News Agency","","","Zaire;Zairian Army Sets Up New Brigades","849 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Coca-Cola Announces $220 Million Investment in SA","467 words"," Africa News","","",
"Panafrican News Agency","","","Congo;Army Recruits Mutiny At The Loudima Camp","427 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Liberia;UN Recommends Political Framework For Liberia","574 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;South Africa's New Constitution Takes Effect Today","467 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Tanzania Reshuffles Cabinet","307 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Sudan; UN Says Zaire Conflict Forces Sudanese Refugees Home","934 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Zaire; U.S. Media Group Protests Zairean Journalists' Arrests","747 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Sudan; UN Says Zaire Conflict Forces Sudanese Refugees Home","934 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Zaire; U.S. Media Group Protests Zairean Journalists' Arrests","747 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopian Entrepreneurs Urged To Engage In Coffee Production","280 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Report: 150,000 Birr Paid To Fraud","347 words"," Africa News","","",
"Asfaw Gemmeda, Ethiopian News Agency","","","Business and Finance;Ethiopia: Mineral Prospect Accord Signed","187 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Authority says Draft Social and Economic Policy in Pipeline","454 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia Plans To Install 500,000 Telephone Lines","214 words"," Africa News","","",
"Panafrican News Agency","","","Nigeria;One Administrator Fired, Another Takes Life Insurance","400 words"," Africa News","","",
"Panafrican News Agency","","","Libya - Sudan;Sudanese Vice-President in Tripoli","320 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Kenyan Police Announce Reward For Stolen Dollars","174 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Sleeping Sickness Re-emerging In Africa","680 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Police Operation Against Stolen Cars Reaches Maputo","507 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;March 24 Designated World Tuberculosis Day","267 words"," Africa News","","",
"Panafrican News Agency","","","Rwanda;U.N. Agency Investigates Killing Of Four Agents","227 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Libya;Libya Warns Of Impending Disaster In Africa","294 words"," Africa News","","",
"UN High Commission for Refugees","","","Zaire; UNHCR: About 40,000 Refugees Again On The Move In Zaire","640 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 94 on the Great Lakes (02/05)","2160 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Drought Fuels Inflation In Kenya","360 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Ethiopia's Food Reserve Increases Nine Fold","294 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;World Bank President To Visit Africa","374 words"," Africa News","","",
"Frank Kilimba, PANA Correspondent, Panafrican News Agency","","","Libya;Libya Supports Creation Of African Intervention Force","334 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Burundian Opposition Requests For UN Troops","520 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sports - Soccer;Europeans Vie For Coaching Job In Nigeria","480 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Workers demand re-establishment of CETU","147 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Ethiopia: Number Of Leprosy Patients Decreases","134 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Bureau Reports Better Harvest Of Oil Seeds","174 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Emergency Food Security Reserve Grows By Nine-Fold","400 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Harari Council Endorses Regulation","374 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Meles Stresses Ethio-French Cooperation in Trade & Investment","214 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 96 on the Great Lakes (02/07)","1294 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopian Diplomats and Exporters Pledge to Work Together","160 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;New Private Hospital Opens In Addis","160 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;OmniTech Exhibits Software Packages","400 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Ethiopia;Omo Reserve Under Siege (Editorial)","734 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Mago National Park in Deplorable State","294 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Mourners Turn Out for Crown Prince Funeral","147 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;The Funeral of Crown Prince Assfaw Wossen (A Personal Impression)","1654 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Ethiopia;Neither Outstanding External Debt Nor Debt Relief","2040 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;South Africa Cricket: Now for the main course ...","1507 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","Sports - General;ATHLETICS: It's time for Adri to slow down","1200 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Sports - General;Boxing: Fighters KO Queensberry rules","1307 words"," Africa News","","",
"Andrew Muchineripi, Mail and Guardian (Johannesburg)","","","Sports - Soccer;South Africa - No-nonsense Phillips Neutralises the Problems","880 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Sports - General;Boxing: Divine Help For Sinful Ollie","987 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Tennis: Too Much Reliance on the Ferreira Factor","667 words"," Africa News","","",
"Shirley Kossick, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;BOOKS: Impressive Debuts","800 words"," Africa News","","",
"Alan Finlay, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;BOOKS: A University in Turmoil","414 words"," Africa News","","",
"Anthony Egan, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Review: Apartheid's Colonial Roots","734 words"," Africa News","","",
"Greg Bowes, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Dance on CD (Column)","480 words"," Africa News","","",
"Glynis O'Hara, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Rainbow Radio (Column)","787 words"," Africa News","","",
"Suzy Bell, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;FINE ART: Kunjani Kali (Column)","627 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa - The art of the state","1614 words"," Africa News","","",
"Richard Brooks, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa - It's a Travesty!","280 words"," Africa News","","",
"Mike Hutchinson, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa - It's Brilliantissimo!","1507 words"," Africa News","","",
"Dennis Mair, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa - Of Freaks and Pervs","520 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa - Death disco","1507 words"," Africa News","","",
"Gwen Ansell, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South African Jazz and Beyond","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Roughnecks on a mission","1240 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: The view from here","1280 words"," Africa News","","",
"Charl Blignaut, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Finally, the full NAC list","854 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Agencies 'out of touch' with reality","1240 words"," Africa News","","",
"Arthur Goldstuck, Mail and Guardian (Johannesburg)","","","Business and Finance;WEB FEET: Notes from the Net (Column)","614 words"," Africa News","","",
"Glynis O'Hara, Mail and Guardian (Johannesburg)","","","Business and Finance;Solid Gold and Highveld Stereo at Loggerheads","720 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;'Media should get the truth out'","1294 words"," Africa News","","",
"Lyndall Campher, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: SPOTLIGHT ON MEDIA","400 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Media: Harber's Farewell to Arms","1640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;'Productivity counts - not labour costs'","1374 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Prospecting Goes North","1160 words"," Africa News","","",
"Gustav Thiel, Mail and Guardian (Johannesburg)","","","Business and Finance;Doing Business By The Sea","627 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's Exchange controls - easy does it","1107 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;BUSINESS BAROMETER: South Africa","427 words"," Africa News","","",
"Madeleine Wackernagel, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's Business Confidence Slowly Recovers","454 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: New board for CEF","294 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Turbulence at South African Airways","1000 words"," Africa News","","",
"American Committee on Africa (New York)","","","United States and Africa; Religious & Civil Rights Leaders Press White House on Nigeria","614 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 95 on the Great Lakes (02/06)","1280 words"," Africa News","","",
"Lesley Cowling, Mail and Guardian (Johannesburg)","","","South Africa;PEOPLE AT THE EDGE: A Builder Of Others' Dreams (Column)","1214 words"," Africa News","","",
"Lesley Cowling, Mail and Guardian (Johannesburg)","","","South Africa;MATERIAL WORLD (Column)","574 words"," Africa News","","",
"Julia Grey, Mail and Guardian (Johannesburg)","","","South Africa;HOW DO THEY DO THAT? Smoke a mountain-fresh rush","654 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;The return of (Virtual) Marilyn","1000 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;The parable of the bicycle (Column)","2320 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;OFFICE OF THE PRESIDENT (Column)","614 words"," Africa News","","",
"Mail & Guardian Reporter, Mail and Guardian (Johannesburg)","","","South Africa;Williamson eyes a divorce","280 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Chill Wind for Cash-Conscious","760 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;TEN YEARS AGO (Column)","227 words"," Africa News","","",
"Krisjan Lemmer, Mail and Guardian (Johannesburg)","","","South Africa;LIFE ON THE SOUTHERN TIP (Column)","627 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Crime: Let The DP Have A Go (Editorial)","960 words"," Africa News","","",
"Victoria Brittain, Mail and Guardian (Johannesburg)","","","Kenya;Kenyan Politician Predicts His Own Death","534 words"," Africa News","","",
"Jim Day, Mail and Guardian (Johannesburg)","","","Mozambique;Small Hope in Ruined Maputo","800 words"," Africa News","","",
"Jan Raath, Mail and Guardian (Johannesburg)","","","Zimbabwe;Zim Christians attack Muslims","1000 words"," Africa News","","",
"Caitlin Davies, Mail and Guardian (Johannesburg)","","","Botswana;Good Rains Save Delta - For Now","640 words"," Africa News","","",
"Helen Meintjes, Mail and Guardian (Johannesburg)","","","Madagascar;Malagasy Falcon Returns","1040 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Twilight Zone Where Deportees Wait","2067 words"," Africa News","","",
"Angella Johson, Mail and Guardian (Johannesburg)","","","South Africa;INTERVIEW: 'I had it done by a cattle farmer'","1534 words"," Africa News","","",
"Jim Day, Mail and Guardian (Johannesburg)","","","South Africa;A Nightmare Week For Hospitals","587 words"," Africa News","","",
"Jim Day, Mail and Guardian (Johannesburg)","","","South Africa;'The taking of life is a devilish thing'","534 words"," Africa News","","",
"Maria McCloy, Mail and Guardian (Johannesburg)","","","South Africa;It's Not Easy Getting An Abortion","920 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Sensitive Arms Deals To Stay Secret","774 words"," Africa News","","",
"Tangeni Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Gangster Joins Thumb In Custody","454 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Another Costly Court Battle Lost By Police","827 words"," Africa News","","",
"Tangeni Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Top Officers Surprised By Fivaz Warning","614 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Charges Fly In Kwazulu Gambling War","1214 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","South Africa;Tears at Pact after M&G Expose","694 words"," Africa News","","",
"Gustav Thiel, Mail and Guardian (Johannesburg)","","","South Africa;Sour Taste For Wannabe Wine-Makers","720 words"," Africa News","","",
"Justin Arenstein, Mail and Guardian (Johannesburg)","","","South Africa;Dolphin deal outrages Blyde communities","840 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;NGO Loses In Court - But Won't Pay Up","760 words"," Africa News","","",
"Stuart Hess, Mail and Guardian (Johannesburg)","","","South Africa;Cut-offs unleash violent clashes Westbury","454 words"," Africa News","","",
"Rehana Rossouw and Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Kahn To Challenge 20-Year Court Ruling","640 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;Hanekom Heads Off Family's Eviction","374 words"," Africa News","","",
"Mungo Soggot and Stuart Hess, Mail and Guardian (Johannesburg)","","","South Africa;Tampering With Pre-1994 History","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Hani Killing Was 'A Double Conspiracy'","867 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;VERBATIM","307 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;PEOPLE","346 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Williamson Shows 'Contempt' For Jusice System","774 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Deporting for cash","774 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Poison gas secrets were sold to Libya","907 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Sudan - Ethiopia;Ethiopian Premier Rules Out War With Sudan","1023 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Zimbabwe Leads Ukraine In Davis Cup","227 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambican Court To Hear Judge's Murder Case","360 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Minister Accuses Nigerian Opposition Of Sabotage","454 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Over 100 Cars Now In Police Custody","254 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Four Dead, 200 Hurt in South African Riots","334 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Coca-Cola Commissions Dar Es Salaam Plant","240 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Shattuck Praises Efforts of Human Rights Workers in Rwanda","360 words"," Africa News","","",
"Action by Churches Together(ACT)","","","Kenya; Severe Drought Sweeps Across Kenya and Grips Tanzania","720 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Meles Confers with Cardinal of Vatican","294 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;President receives Eritrean ambassador","227 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Students' conference under way in Makalle","560 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Id-Alfeter celebrated nation-wide","294 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Office Collects Population Data","200 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Public Discusses Draft Amendments In Civil Code","374 words"," Africa News","","",
"World Food Programme","","","Zaire; WFP Eastern Zaire Situation Report No. 44","467 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 6 - Africa (02/07)","2614 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;African Currencies: CFA Franc Under Pressure","1259 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;AGC Production Hits 1.1 Million Ounces","440 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Need To Review World Bank Programmes","467 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Angola;UN Gives Conditions For Extension of Angolan Mission","480 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambia's Supreme Court Sentences Journalist","387 words"," Africa News","","",
"Panafrican News Agency","","","Angola;Malay & Filipino Captured By Rebels In Cabinda","294 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Voter Registration Enters Day Two In Nigeria","467 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 99 on the Great Lakes (02/12)","1960 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","United States and Africa; Alert: US Human Rights Report","1800 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa;","307 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Meningitis Outbreak in Togo","200 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 98 on the Great Lakes (02/11)","1334 words"," Africa News","","",
"Panafrican News Agency","","","Eritrea;Eritrean Youths Combat Health Problems Through Education","587 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambique Harvests More Crops","334 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Rwanda;Mismanagement Discovered At Rwanda U.N. Tribunal","814 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Two People Killed In Ethiopian Bomb Blast","374 words"," Africa News","","",
"Panafrican News Agency","","","Nigeria;Another Bomb Explosion Rocks Lagos","374 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Rwanda Tribunal Officials To New York","414 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;World Bank Boss Leaves Ghana For South Africa","507 words"," Africa News","","",
"Yahya El Hassan, PANA Correspondent, Panafrican News Agency","","","Sudan;Sudan Unhappy About OAU Position Towards War","480 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Three African Presidents Confer On Security","294 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Lagos Calm After Wednesday's Bomb Blast","374 words"," Africa News","","",
"Arthur Goldstuck, Mail and Guardian (Johannesburg)","","","Business and Finance;WEB FEET - Notes From The Net","600 words"," Africa News","","",
"Suzy Bell, Mail and Guardian (Johannesburg)","","","Business and Finance;'Hungry Young Journos' At The Cutting Edge","560 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","United States and Africa;Call From Death Row","1267 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Matter of Fact (Corrections)","120 words"," Africa News","","",
"Lyndall Campher, Column, Mail and Guardian (Johannesburg)","","","Business and Finance;Spotlight On Media in South Africa","440 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;'Bop Broadcasting Going Bust'","1667 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","Business and Finance;Black Firm Gets Contract to Market South African Provinces","400 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Calling All Foreign Investors","800 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Crisis Hits 'One City' Tax Plan In South Africa","1667 words"," Africa News","","",
"Mail and Guardian Reporter, Mail and Guardian (Johannesburg)","","","Business and Finance;World Bank Emphasizes Partnership","360 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;'Governments Can Say No'","867 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Budget Deficit On Track","1307 words"," Africa News","","",
"Julia Grey, Mail and Guardian (Johannesburg)","","","Science and Health;South African Farmers Slow To Go Organic","1280 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Truth Dies At Spy's Grave","2067 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Judging the Dangers Of A Jury (Column)","880 words"," Africa News","","",
"Krisjan Lemmer, Mail and Guardian (Johannesburg)","","","South Africa;Life On the Southern Tip (Column)","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Putting Party Before Country (Editorial)","427 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Mores Of a Ghost In Red Socks (Editorial)","547 words"," Africa News","","",
"Caitlin Davies, Mail and Guardian (Johannesburg)","","","Botswana;Sugar Plantation Row in Botswana","960 words"," Africa News","","",
"Thomas Lippman, Mail and Guardian (Johannesburg)","","","Africa-at-Large;Africa Force Plan Revised","494 words"," Africa News","","",
"Chris McGreal, Mail and Guardian (Johannesburg)","","","Rwanda;'Chaos' At Genocide Tribunal","1067 words"," Africa News","","",
"Iden Wetherell, Mail and Guardian (Johannesburg)","","","Zimbabwe;US Report Slams Human Rights Record","694 words"," Africa News","","",
"Mail and Guardian Reporter, Mail and Guardian (Johannesburg)","","","Namibia;President and Swapo's Gay-Bashing","334 words"," Africa News","","",
"Zakes Mda, Commentary, Mail and Guardian (Johannesburg)","","","South Africa;Why We're Losing Our Top Black Pros","2494 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Quest For The Truth And A Shallow Grave","1160 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Science and Health;Aids Agony Over Drug Clampdown in South Africa","1120 words"," Africa News","","",
"Stuart Hess, Mail and Guardian (Johannesburg)","","","South Africa;Claims That Rates Row Is Mandela's 'Revenge'","480 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Fight For The Right To Be Coloured","1627 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Broadcast Group's Plan For SABC 'Too Costly'","520 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Ronnie Has A Bust, Winnie Has Nothing","1160 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Hani 'Conspirator' Was Intelligence Man","1187 words"," Africa News","","",
"Angella Johnson, Mail and Guardian (Johannesburg)","","","South Africa;'Third Force Fuels Taxi War'","574 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;News In Brief","707 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Government Loses R1-bn Yearly To Pension Fraud","560 words"," Africa News","","",
